id,timestamp,circles
0,1398854618.4548473,[{'idp': 1, 'x': 7.291666666666668, 'y': 2.2916666666666674, 'r': 0.3999999999999999, 'type': 1}]
11352,1398854902.8817577,[{'idp': 186, 'x': 5.925228391465214, 'y': -0.6504259247585609, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.307693245257191, 'y': 1.7948350755644649, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.223819979280182, 'y': 2.6621987809091197, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.450276998273198, 'y': 0.26058732022931297, 'r': 0.3999999999999999, 'type': 1}]
11353,1398854902.921768,[{'idp': 186, 'x': 5.9460557662624325, 'y': -0.651737444334779, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.297222072604997, 'y': 1.7768360826541651, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.243640093753619, 'y': 2.6577729816311546, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.449331189690096, 'y': 0.2771646649792481, 'r': 0.3999999999999999, 'type': 1}]
11354,1398854902.9261577,[{'idp': 186, 'x': 5.951964381947539, 'y': -0.639264333578623, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.310603277707205, 'y': 1.7955701106839927, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.275826956700662, 'y': 2.659527578173726, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.424562609272003, 'y': 0.25985009201703546, 'r': 0.3999999999999999, 'type': 1}]
11355,1398854902.9657538,[{'idp': 186, 'x': 5.967294791089371, 'y': -0.6416028774600002, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.322634818022694, 'y': 1.784180843016443, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.3007158271647, 'y': 2.6582364193661867, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.424858334315729, 'y': 0.276053942877561, 'r': 0.3999999999999999, 'type': 1}]
11356,1398854903.0057812,[{'idp': 186, 'x': 5.9758812500115095, 'y': -0.6430758321856067, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.333840780984648, 'y': 1.7277868756562809, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.325242325832546, 'y': 2.655777020426444, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.408390670138991, 'y': 0.2593603653697252, 'r': 0.3999999999999999, 'type': 1}]
11357,1398854903.0058167,[{'idp': 186, 'x': 5.9852557292525566, 'y': -0.6313052065075198, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.324910976720599, 'y': 1.7695308732916426, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.330138947683791, 'y': 2.643471851222461, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.399537766743373, 'y': 0.2752934223148418, 'r': 0.3999999999999999, 'type': 1}]
11358,1398854903.0460343,[{'idp': 186, 'x': 5.984155669805473, 'y': -0.6441511307176717, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.296529731736918, 'y': 1.7462592249122633, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.320120465276455, 'y': 2.667726446473324, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.384789731061419, 'y': 0.2579150862801982, 'r': 0.3999999999999999, 'type': 1}]
11359,1398854903.0506275,[{'idp': 186, 'x': 5.992632298993447, 'y': -0.6582479435226707, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.3107875174956245, 'y': 1.7204585590338128, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.32121976613346, 'y': 2.6536813748617383, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.373741284223632, 'y': 0.2739356567132978, 'r': 0.3999999999999999, 'type': 1}]
11360,1398854903.0898066,[{'idp': 186, 'x': 5.973570099760845, 'y': -0.6434099616646016, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.384270792022095, 'y': 1.7095067352962645, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.342694408410544, 'y': 2.6367597789397146, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.365484306705863, 'y': 0.2739827408992235, 'r': 0.3999999999999999, 'type': 1}]
11361,1398854903.129705,[{'idp': 186, 'x': 5.991764875144181, 'y': -0.6715321395641771, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.376662585564494, 'y': 1.6782970407721587, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.3489096866581605, 'y': 2.608850002339378, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.3520567163568185, 'y': 0.240614463886637, 'r': 0.3999999999999999, 'type': 1}]
11362,1398854903.1297238,[{'idp': 186, 'x': 5.977650353446727, 'y': -0.6439316958907759, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.3706291180686065, 'y': 1.6923345982220228, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.349521183593595, 'y': 2.6128899708481157, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.320443079220267, 'y': 0.27217740410472535, 'r': 0.3999999999999999, 'type': 1}]
11363,1398854903.1697457,[{'idp': 186, 'x': 5.990502798299271, 'y': -0.6454940591084102, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.448362656320132, 'y': 1.7136153968486223, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.352253266398876, 'y': 2.5955757580695704, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.322572580290507, 'y': 0.28842674256239764, 'r': 0.3999999999999999, 'type': 1}]
11364,1398854903.1742704,[{'idp': 186, 'x': 6.015586035937883, 'y': -0.6603845333380542, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.495547712838025, 'y': 1.7115680964764235, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.33951975855773, 'y': 2.5943058298447585, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.3085409266736985, 'y': 0.2714823717782333, 'r': 0.3999999999999999, 'type': 1}]
11365,1398854903.213743,[{'idp': 186, 'x': 6.025862845089673, 'y': -0.6478214232953716, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.52068496791439, 'y': 1.68762852384583, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.358221335487743, 'y': 2.589248877614274, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.292813698488832, 'y': 0.27063594188246887, 'r': 0.3999999999999999, 'type': 1}]
11366,1398854903.253685,[{'idp': 186, 'x': 6.035567645454045, 'y': -0.6622009975908227, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.534517521194012, 'y': 1.6761400722608122, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.37730431539784, 'y': 2.5641044585982775, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.28981204285903, 'y': 0.2706140656326572, 'r': 0.3999999999999999, 'type': 1}]
11367,1398854903.2537177,[{'idp': 186, 'x': 6.0214821078652285, 'y': -0.6342169472119985, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.546307372881568, 'y': 1.6788094675189225, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.3597890360888485, 'y': 2.5612057835142243, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.263009811252033, 'y': 0.26931504012375873, 'r': 0.3999999999999999, 'type': 1}]
11368,1398854903.2937267,[{'idp': 186, 'x': 6.0055452563176726, 'y': -0.6193593354555305, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.598565735295239, 'y': 1.6460755302917907, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.371465175002186, 'y': 2.553156338067153, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.229885482165928, 'y': 0.28475605491294464, 'r': 0.3999999999999999, 'type': 1}]
11369,1398854903.2991612,[{'idp': 186, 'x': 6.002083297020333, 'y': -0.6056739511814524, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.607964981652352, 'y': 1.6943400923595986, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.379163685579213, 'y': 2.5417153479893773, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.229848675688821, 'y': 0.30055190628568207, 'r': 0.3999999999999999, 'type': 1}]
11370,1398854903.3377051,[{'idp': 186, 'x': 5.981066263849115, 'y': -0.6036860907876429, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.628228446907116, 'y': 1.668432399557389, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.402144726545643, 'y': 2.5450085773298903, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.211961244939424, 'y': 0.26774473804719534, 'r': 0.3999999999999999, 'type': 1}]
11371,1398854903.377782,[{'idp': 186, 'x': 5.970935076975814, 'y': -0.6160440895031016, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.656579768423563, 'y': 1.628810441993771, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.415402500347659, 'y': 2.5153418363271274, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.2337470260902625, 'y': 0.2843590886192815, 'r': 0.3999999999999999, 'type': 1}]
11372,1398854903.3778126,[{'idp': 186, 'x': 5.96590710357952, 'y': -0.6155088088580385, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.673568316088369, 'y': 1.6328713204345924, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.435738355410889, 'y': 2.4804364245515997, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.19639390448954, 'y': 0.23593238196147448, 'r': 0.3999999999999999, 'type': 1}]
11373,1398854903.4178383,[{'idp': 186, 'x': 5.974946580880573, 'y': -0.6295324924810275, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.712966158501428, 'y': 1.595484125991975, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.435533107562954, 'y': 2.462551728230411, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.191829598783608, 'y': 0.23525859175327124, 'r': 0.3999999999999999, 'type': 1}]
11374,1398854903.424466,[{'idp': 186, 'x': 5.957513811377659, 'y': -0.6140882827020988, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.728141061172752, 'y': 1.5982114083389742, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.441114489689407, 'y': 2.4514459571584246, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.155072594960732, 'y': 0.26611006110261126, 'r': 0.3999999999999999, 'type': 1}]
11375,1398854903.461759,[{'idp': 186, 'x': 5.952415307286865, 'y': -0.6008209904978512, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.746082391472741, 'y': 1.6181742928468057, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.4397322254259795, 'y': 2.4529039497694316, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.1503118524441245, 'y': 0.24991229277279148, 'r': 0.3999999999999999, 'type': 1}]
11376,1398854903.5017753,[{'idp': 186, 'x': 5.93498718816003, 'y': -0.5861365155428899, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.748922960734738, 'y': 1.6185103301120662, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.454277870215554, 'y': 2.4574849764949724, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.169762294032045, 'y': 0.250233133171478, 'r': 0.3999999999999999, 'type': 1}]
11377,1398854903.5018103,[{'idp': 186, 'x': 5.91293628970845, 'y': -0.5711557004914991, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.748599713767955, 'y': 1.633576321983965, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.468226340189137, 'y': 2.4356097377040364, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.207632254992584, 'y': 0.21869534273432967, 'r': 0.3999999999999999, 'type': 1}]
11378,1398854903.5417745,[{'idp': 186, 'x': 5.884840915869423, 'y': -0.5687419809349947, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.74844085972687, 'y': 1.6331790379842492, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.478840285987692, 'y': 2.411492397014632, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.143692605879524, 'y': 0.2336740069613219, 'r': 0.3999999999999999, 'type': 1}]
11379,1398854903.5501199,[{'idp': 186, 'x': 5.879801144885583, 'y': -0.5683700013036019, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.7924170046497085, 'y': 1.5972534289578455, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.480231795523183, 'y': 2.3835906380876204, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.10017894108971, 'y': 0.2172308920819055, 'r': 0.3999999999999999, 'type': 1}]
11380,1398854903.5897665,[{'idp': 186, 'x': 5.87362177157792, 'y': -0.5677888107769469, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.8056871905834075, 'y': 1.6001408387840899, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.482164891100787, 'y': 2.3844856284106464, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.096112294021635, 'y': 0.21706970051396768, 'r': 0.3999999999999999, 'type': 1}]
11381,1398854903.629815,[{'idp': 186, 'x': 5.852992681275748, 'y': -0.5399781195880715, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.802045180576306, 'y': 1.615052595861295, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.452386415886665, 'y': 2.357113075138555, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.14596524451641, 'y': 0.21716011787039413, 'r': 0.3999999999999999, 'type': 1}]
11382,1398854903.6298492,[{'idp': 186, 'x': 5.84479714997487, 'y': -0.5136820149756627, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.808157177777168, 'y': 1.6164945194500802, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.381918724317423, 'y': 2.340044279749396, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.069641130946687, 'y': 0.2628564307170955, 'r': 0.3999999999999999, 'type': 1}]
11383,1398854903.6697662,[{'idp': 186, 'x': 5.833242963462135, 'y': -0.5001724971249077, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.83544448369698, 'y': 1.5914347746004176, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.448899539935073, 'y': 2.354153549189175, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.075502311656758, 'y': 0.27833509340236207, 'r': 0.3999999999999999, 'type': 1}]
11384,1398854903.6748824,[{'idp': 186, 'x': 5.84529390335608, 'y': -0.5257185468081937, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.87553835233426, 'y': 1.5688465990989853, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.485980535413571, 'y': 2.341111021929585, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.049225889142418, 'y': 0.2775963979336482, 'r': 0.3999999999999999, 'type': 1}]
11385,1398854903.713757,[{'idp': 186, 'x': 5.859144192532648, 'y': -0.5269050592961511, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.852737094531538, 'y': 1.5634484873993304, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.5240883964115834, 'y': 2.328862005317025, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.060417298834858, 'y': 0.23083908494401228, 'r': 0.3999999999999999, 'type': 1}]
11386,1398854903.7536874,[{'idp': 186, 'x': 5.842258589455009, 'y': -0.5252962496545344, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.874571429419863, 'y': 1.5377943315123233, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.556620323462196, 'y': 2.3278232449086933, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.022777637739031, 'y': 0.2450685692747201, 'r': 0.3999999999999999, 'type': 1}]
11387,1398854903.7537024,[{'idp': 186, 'x': 5.8529288774374155, 'y': -0.5003045066917977, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.894854318847663, 'y': 1.5581311199409886, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.537541468846685, 'y': 2.3197264776431603, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.039516632931377, 'y': 0.23000881429829034, 'r': 0.3999999999999999, 'type': 1}]
11388,1398854903.7937543,[{'idp': 186, 'x': 5.837473761630809, 'y': -0.49981117682830867, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.948069572116751, 'y': 1.5396032338401366, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.541202392838336, 'y': 2.3213390506980214, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.041202508472175, 'y': 0.22938665418478887, 'r': 0.3999999999999999, 'type': 1}]
11389,1398854903.8005593,[{'idp': 186, 'x': 5.793244175785621, 'y': -0.4335961705669822, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.969230048771631, 'y': 1.545161929140646, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.578782221686456, 'y': 2.3226651840591317, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.002373919397309, 'y': 0.2600060933340287, 'r': 0.3999999999999999, 'type': 1}]
11390,1398854903.8378167,[{'idp': 186, 'x': 5.776791767595057, 'y': -0.3693550129770129, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.012722430167355, 'y': 1.5713276566006207, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.554321214455058, 'y': 2.312259204928895, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.0137095887069805, 'y': 0.26001847732903594, 'r': 0.3999999999999999, 'type': 1}]
11391,1398854903.8778188,[{'idp': 186, 'x': 5.769959168354156, 'y': -0.4062299289913418, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 6.999465263350427, 'y': 1.5364120591483155, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.576470027447797, 'y': 2.3075797141222676, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.006303186579315, 'y': 0.25960995366314243, 'r': 0.3999999999999999, 'type': 1}]
11392,1398854903.8778615,[{'idp': 186, 'x': 5.794103247300653, 'y': -0.42053194999874033, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.014875222332611, 'y': 1.5239585182790893, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.605455236897365, 'y': 2.304843798758869, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 6.997651142466816, 'y': 0.25910991198754063, 'r': 0.3999999999999999, 'type': 1}]
11393,1398854903.91818,[{'idp': 186, 'x': 5.789803597778407, 'y': -0.40713183171330436, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.008232195748203, 'y': 1.5066335052483093, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.600189319721418, 'y': 2.3025279989510206, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 7.00106661925645, 'y': 0.24306241369540738, 'r': 0.3999999999999999, 'type': 1}]
11394,1398854903.9255598,[{'idp': 186, 'x': 5.777365267570367, 'y': -0.39341793896023547, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.0242905424478845, 'y': 1.4939511470149847, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.618228472917821, 'y': 2.28106341735671, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 6.970092576486682, 'y': 0.25802931430442655, 'r': 0.3999999999999999, 'type': 1}]
11395,1398854903.9617257,[{'idp': 186, 'x': 5.758550353779899, 'y': -0.3921994265670037, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.009992014559647, 'y': 1.4752035991127244, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.5899959331939675, 'y': 2.2562210063938593, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 6.9346957994422675, 'y': 0.2728706444480822, 'r': 0.3999999999999999, 'type': 1}]
11396,1398854904.0017984,[{'idp': 186, 'x': 5.701085023253412, 'y': -0.338236624000261, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.02620019863047, 'y': 1.4787879258901748, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.604430720895834, 'y': 2.234615516384, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 6.941526527942354, 'y': 0.25711035012709216, 'r': 0.3999999999999999, 'type': 1}]
11397,1398854904.001837,[{'idp': 186, 'x': 5.708531379858879, 'y': -0.30186829236815704, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.045692202601437, 'y': 1.4827834349491242, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.571040977957427, 'y': 2.208157103297783, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 6.949211763580998, 'y': 0.25666711613189896, 'r': 0.3999999999999999, 'type': 1}]
11398,1398854904.0418007,[{'idp': 186, 'x': 5.669804871925002, 'y': -0.26172232384053973, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.048957681098815, 'y': 1.483294646065989, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.647669267978717, 'y': 2.225333268419778, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 6.952533202382655, 'y': 0.25701339375191035, 'r': 0.3999999999999999, 'type': 1}]
11399,1398854904.051123,[{'idp': 186, 'x': 5.638283344387918, 'y': -0.23576704928816583, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.042946341203946, 'y': 1.4658505883624806, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.701770125803667, 'y': 2.2323933819124764, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 6.929958364214244, 'y': 0.25652557234926654, 'r': 0.3999999999999999, 'type': 1}]
11400,1398854904.089776,[{'idp': 186, 'x': 5.646015358329621, 'y': -0.28542039326249546, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.058637082330177, 'y': 1.4695203118899958, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.703095364516802, 'y': 2.2328539721299334, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 6.901225079323991, 'y': 0.2556058594790178, 'r': 0.3999999999999999, 'type': 1}]
11401,1398854904.1297321,[{'idp': 186, 'x': 5.65693142748944, 'y': -0.27311614230806525, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.050469413888603, 'y': 1.4353584367705086, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.747786655972577, 'y': 2.2360508508610466, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 6.878728653235164, 'y': 0.25519317444754774, 'r': 0.3999999999999999, 'type': 1}]
11402,1398854904.1297712,[{'idp': 186, 'x': 5.625751193994666, 'y': -0.2721605096101465, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.080314875497288, 'y': 1.4419188596160915, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.781964155336916, 'y': 2.2199869221866053, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 6.849827722612034, 'y': 0.2543883936757263, 'r': 0.3999999999999999, 'type': 1}]
11403,1398854904.1697466,[{'idp': 186, 'x': 5.614384286551923, 'y': -0.24688251005376083, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.101675836195649, 'y': 1.4300282239474948, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.800579012058704, 'y': 2.2270294382834033, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 6.839848437446179, 'y': 0.2536702900452692, 'r': 0.3999999999999999, 'type': 1}]
11404,1398854904.1768277,[{'idp': 186, 'x': 5.615943680910616, 'y': -0.2344010628435056, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.095778822551213, 'y': 1.4450462355722693, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.801242752268938, 'y': 2.212486141291381, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 6.830003674373579, 'y': 0.2835681083842223, 'r': 0.3999999999999999, 'type': 1}]
11405,1398854904.2137725,[{'idp': 186, 'x': 5.605588602757381, 'y': -0.24509563750285124, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.11954864218201, 'y': 1.466039355277482, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.81751329147945, 'y': 2.218328237819154, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 6.823771591332591, 'y': 0.2829728473515014, 'r': 0.3999999999999999, 'type': 1}]
11406,1398854904.2537105,[{'idp': 186, 'x': 5.604374211588638, 'y': -0.23270728403169239, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.16127847253059, 'y': 1.4750984113484789, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.824249943007523, 'y': 2.206039380632714, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 6.797670328065541, 'y': 0.2972838419410828, 'r': 0.3999999999999999, 'type': 1}]
11407,1398854904.2537282,[{'idp': 186, 'x': 5.592950470056833, 'y': -0.23242310500396046, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.1968670633992815, 'y': 1.4491684688100603, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.842164141140753, 'y': 2.183438600335581, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 6.78940749211997, 'y': 0.2968877444515772, 'r': 0.3999999999999999, 'type': 1}]
11408,1398854904.2938318,[{'idp': 186, 'x': 5.596769150707656, 'y': -0.25728814907266306, 'r': 0.3999999999999999, 'type': 1}, {'idp': 187, 'x': 7.241775784417548, 'y': 1.4419233176248536, 'r': 0.3999999999999999, 'type': 1}, {'idp': 190, 'x': 5.849584777444563, 'y': 2.170803866608164, 'r': 0.3999999999999999, 'type': 1}, {'idp': 193, 'x': 6.75979565785765, 'y': 0.2957735242422732, 'r': 0.3999999999999999, 'type': 1}]
