id,timestamp,circles
62302,1398783141.6722834,[{'idp':  266 ,  'x':  7.83 ,  'y':  1.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.72 ,  'y':  0.65 ,  'r':  0.4 ,  'type':  1}]
62303,1398783141.6723166,[{'idp':  266 ,  'x':  7.87 ,  'y':  1.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.73 ,  'y':  0.65 ,  'r':  0.4 ,  'type':  1}]
62304,1398783141.7123084,[{'idp':  266 ,  'x':  7.83 ,  'y':  1.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.76 ,  'y':  0.65 ,  'r':  0.4 ,  'type':  1}]
62305,1398783141.7183402,[{'idp':  266 ,  'x':  7.83 ,  'y':  1.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.77 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1}]
62306,1398783141.7563238,[{'idp':  266 ,  'x':  7.86 ,  'y':  1.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.78 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1}]
62307,1398783141.7962542,[{'idp':  266 ,  'x':  7.87 ,  'y':  1.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.82 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1}]
62308,1398783141.7962847,[{'idp':  266 ,  'x':  7.87 ,  'y':  1.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.84 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1}]
62309,1398783141.8363516,[{'idp':  266 ,  'x':  7.88 ,  'y':  1.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.86 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1}]
62310,1398783141.8432457,[{'idp':  266 ,  'x':  7.88 ,  'y':  1.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.89 ,  'y':  0.65 ,  'r':  0.4 ,  'type':  1}]
62311,1398783141.8802488,[{'idp':  266 ,  'x':  7.92 ,  'y':  1.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.89 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1}]
62312,1398783141.9202993,[{'idp':  266 ,  'x':  7.91 ,  'y':  1.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.92 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1}]
62313,1398783141.9203267,[{'idp':  266 ,  'x':  7.94 ,  'y':  1.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.94 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1}]
62314,1398783141.9602294,[{'idp':  266 ,  'x':  7.95 ,  'y':  1.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.95 ,  'y':  0.61 ,  'r':  0.4 ,  'type':  1}]
62315,1398783141.9682248,[{'idp':  266 ,  'x':  8.0 ,  'y':  1.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.96 ,  'y':  0.59 ,  'r':  0.4 ,  'type':  1}]
62316,1398783142.0082948,[{'idp':  266 ,  'x':  7.97 ,  'y':  1.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.97 ,  'y':  0.58 ,  'r':  0.4 ,  'type':  1}]
62317,1398783142.0482934,[{'idp':  266 ,  'x':  8.0 ,  'y':  1.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.97 ,  'y':  0.54 ,  'r':  0.4 ,  'type':  1}]
62318,1398783142.0483294,[{'idp':  266 ,  'x':  8.03 ,  'y':  1.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.98 ,  'y':  0.54 ,  'r':  0.4 ,  'type':  1}]
62319,1398783142.0883055,[{'idp':  266 ,  'x':  8.07 ,  'y':  1.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.97 ,  'y':  0.54 ,  'r':  0.4 ,  'type':  1}]
62320,1398783142.093396,[{'idp':  266 ,  'x':  8.07 ,  'y':  1.6 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.97 ,  'y':  0.52 ,  'r':  0.4 ,  'type':  1}]
62321,1398783142.132189,[{'idp':  266 ,  'x':  8.07 ,  'y':  1.64 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.98 ,  'y':  0.53 ,  'r':  0.4 ,  'type':  1}]
62322,1398783142.172242,[{'idp':  266 ,  'x':  8.05 ,  'y':  1.64 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  271 ,  'x':  6.99 ,  'y':  0.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  279 ,  'x':  7.69 ,  'y':  2.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  280 ,  'x':  6.98 ,  'y':  1.08 ,  'r':  0.4 ,  'type':  1}]
70326,1398783342.288171,[{'idp':  304 ,  'x':  2.05 ,  'y':  0.81 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.25 ,  'y':  -0.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  1.01 ,  'y':  -1.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.83 ,  'y':  1.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  2.37 ,  'y':  -5.06 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.78 ,  'y':  -4.27 ,  'r':  0.4 ,  'type':  1}]
70327,1398783342.288201,[{'idp':  304 ,  'x':  2.05 ,  'y':  0.8 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.26 ,  'y':  -0.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  1.01 ,  'y':  -1.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.83 ,  'y':  1.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  2.35 ,  'y':  -5.07 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.79 ,  'y':  -4.2 ,  'r':  0.4 ,  'type':  1}]
70328,1398783342.3282783,[{'idp':  304 ,  'x':  2.06 ,  'y':  0.8 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.25 ,  'y':  -0.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  1.0 ,  'y':  -1.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.84 ,  'y':  1.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  2.38 ,  'y':  -5.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.77 ,  'y':  -4.2 ,  'r':  0.4 ,  'type':  1}]
70329,1398783342.3352585,[{'idp':  304 ,  'x':  2.06 ,  'y':  0.79 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.25 ,  'y':  -0.46 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  1.0 ,  'y':  -1.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.84 ,  'y':  1.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  2.34 ,  'y':  -5.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.76 ,  'y':  -4.23 ,  'r':  0.4 ,  'type':  1}]
70330,1398783342.3722177,[{'idp':  304 ,  'x':  2.06 ,  'y':  0.78 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.25 ,  'y':  -0.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.99 ,  'y':  -1.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.85 ,  'y':  1.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  2.31 ,  'y':  -5.1 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.72 ,  'y':  -4.3 ,  'r':  0.4 ,  'type':  1}]
70331,1398783342.412334,[{'idp':  304 ,  'x':  2.07 ,  'y':  0.76 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.24 ,  'y':  -0.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.99 ,  'y':  -1.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.85 ,  'y':  1.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  2.29 ,  'y':  -5.12 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.72 ,  'y':  -4.3 ,  'r':  0.4 ,  'type':  1}]
70332,1398783342.4123924,[{'idp':  304 ,  'x':  2.07 ,  'y':  0.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.24 ,  'y':  -0.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.98 ,  'y':  -1.31 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.86 ,  'y':  1.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  2.25 ,  'y':  -5.12 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.69 ,  'y':  -4.32 ,  'r':  0.4 ,  'type':  1}]
70333,1398783342.452274,[{'idp':  304 ,  'x':  2.07 ,  'y':  0.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.23 ,  'y':  -0.54 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.97 ,  'y':  -1.31 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.87 ,  'y':  1.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  2.25 ,  'y':  -5.14 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.66 ,  'y':  -4.42 ,  'r':  0.4 ,  'type':  1}]
70334,1398783342.4599686,[{'idp':  304 ,  'x':  2.07 ,  'y':  0.74 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.23 ,  'y':  -0.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.96 ,  'y':  -1.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.89 ,  'y':  1.51 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  2.26 ,  'y':  -5.13 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.66 ,  'y':  -4.36 ,  'r':  0.4 ,  'type':  1}]
70335,1398783342.4962516,[{'idp':  304 ,  'x':  2.08 ,  'y':  0.73 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.25 ,  'y':  -0.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.96 ,  'y':  -1.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.88 ,  'y':  1.51 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  2.21 ,  'y':  -5.15 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.65 ,  'y':  -4.37 ,  'r':  0.4 ,  'type':  1}]
70336,1398783342.5362897,[{'idp':  304 ,  'x':  2.08 ,  'y':  0.72 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.22 ,  'y':  -0.59 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.95 ,  'y':  -1.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.88 ,  'y':  1.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  2.17 ,  'y':  -5.15 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.62 ,  'y':  -4.41 ,  'r':  0.4 ,  'type':  1}]
70337,1398783342.5363178,[{'idp':  304 ,  'x':  2.08 ,  'y':  0.71 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.22 ,  'y':  -0.62 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.94 ,  'y':  -1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.9 ,  'y':  1.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  2.16 ,  'y':  -5.18 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.58 ,  'y':  -4.43 ,  'r':  0.4 ,  'type':  1}]
70338,1398783342.5763488,[{'idp':  304 ,  'x':  2.09 ,  'y':  0.69 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.22 ,  'y':  -0.65 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.94 ,  'y':  -1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.91 ,  'y':  1.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  2.14 ,  'y':  -5.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.56 ,  'y':  -4.46 ,  'r':  0.4 ,  'type':  1}]
70339,1398783342.5843709,[{'idp':  304 ,  'x':  2.09 ,  'y':  0.68 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.21 ,  'y':  -0.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.92 ,  'y':  -1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.9 ,  'y':  1.46 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  2.08 ,  'y':  -5.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.54 ,  'y':  -4.48 ,  'r':  0.4 ,  'type':  1}]
70340,1398783342.6243033,[{'idp':  304 ,  'x':  2.09 ,  'y':  0.67 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.2 ,  'y':  -0.68 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.92 ,  'y':  -1.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.91 ,  'y':  1.45 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  2.05 ,  'y':  -5.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.5 ,  'y':  -4.52 ,  'r':  0.4 ,  'type':  1}]
70341,1398783342.664252,[{'idp':  304 ,  'x':  2.09 ,  'y':  0.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.2 ,  'y':  -0.7 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.91 ,  'y':  -1.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.91 ,  'y':  1.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  2.04 ,  'y':  -5.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.48 ,  'y':  -4.54 ,  'r':  0.4 ,  'type':  1}]
70342,1398783342.664284,[{'idp':  304 ,  'x':  2.09 ,  'y':  0.65 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.19 ,  'y':  -0.72 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.9 ,  'y':  -1.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.92 ,  'y':  1.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  1.99 ,  'y':  -5.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.46 ,  'y':  -4.56 ,  'r':  0.4 ,  'type':  1}]
70343,1398783342.704238,[{'idp':  304 ,  'x':  2.09 ,  'y':  0.64 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.19 ,  'y':  -0.74 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.89 ,  'y':  -1.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.93 ,  'y':  1.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  1.96 ,  'y':  -5.24 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.45 ,  'y':  -4.58 ,  'r':  0.4 ,  'type':  1}]
70344,1398783342.7092955,[{'idp':  304 ,  'x':  2.09 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.18 ,  'y':  -0.77 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.89 ,  'y':  -1.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.93 ,  'y':  1.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  1.93 ,  'y':  -5.24 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.42 ,  'y':  -4.6 ,  'r':  0.4 ,  'type':  1}]
70345,1398783342.7482808,[{'idp':  304 ,  'x':  2.1 ,  'y':  0.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.18 ,  'y':  -0.79 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.88 ,  'y':  -1.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.93 ,  'y':  1.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  1.9 ,  'y':  -5.25 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.39 ,  'y':  -4.62 ,  'r':  0.4 ,  'type':  1}]
70346,1398783342.78823,[{'idp':  304 ,  'x':  2.1 ,  'y':  0.6 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.17 ,  'y':  -0.81 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.87 ,  'y':  -1.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.94 ,  'y':  1.39 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  1.87 ,  'y':  -5.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.36 ,  'y':  -4.66 ,  'r':  0.4 ,  'type':  1}]
70347,1398783342.7882621,[{'idp':  304 ,  'x':  2.1 ,  'y':  0.59 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.17 ,  'y':  -0.83 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.86 ,  'y':  -1.39 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.95 ,  'y':  1.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  1.84 ,  'y':  -5.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.34 ,  'y':  -4.67 ,  'r':  0.4 ,  'type':  1}]
70348,1398783342.828278,[{'idp':  304 ,  'x':  2.1 ,  'y':  0.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.17 ,  'y':  -0.85 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.86 ,  'y':  -1.39 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.95 ,  'y':  1.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  1.83 ,  'y':  -5.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.3 ,  'y':  -4.72 ,  'r':  0.4 ,  'type':  1}]
70349,1398783342.8344455,[{'idp':  304 ,  'x':  2.1 ,  'y':  0.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.15 ,  'y':  -0.86 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.85 ,  'y':  -1.39 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.95 ,  'y':  1.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  1.8 ,  'y':  -5.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.3 ,  'y':  -4.72 ,  'r':  0.4 ,  'type':  1}]
70350,1398783342.8723485,[{'idp':  304 ,  'x':  2.11 ,  'y':  0.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.15 ,  'y':  -0.88 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.84 ,  'y':  -1.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.97 ,  'y':  1.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  1.77 ,  'y':  -5.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.27 ,  'y':  -4.72 ,  'r':  0.4 ,  'type':  1}]
70351,1398783342.91226,[{'idp':  304 ,  'x':  2.11 ,  'y':  0.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.16 ,  'y':  -0.91 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.83 ,  'y':  -1.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.98 ,  'y':  1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  1.74 ,  'y':  -5.31 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.26 ,  'y':  -4.75 ,  'r':  0.4 ,  'type':  1}]
70352,1398783342.912295,[{'idp':  304 ,  'x':  2.11 ,  'y':  0.54 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.15 ,  'y':  -0.93 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.83 ,  'y':  -1.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.99 ,  'y':  1.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  1.73 ,  'y':  -5.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.24 ,  'y':  -4.77 ,  'r':  0.4 ,  'type':  1}]
70353,1398783342.952244,[{'idp':  304 ,  'x':  2.12 ,  'y':  0.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.15 ,  'y':  -0.95 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.82 ,  'y':  -1.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.98 ,  'y':  1.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  1.7 ,  'y':  -5.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.21 ,  'y':  -4.8 ,  'r':  0.4 ,  'type':  1}]
70354,1398783342.9593303,[{'idp':  304 ,  'x':  2.12 ,  'y':  0.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.15 ,  'y':  -0.97 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.82 ,  'y':  -1.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.99 ,  'y':  1.31 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  1.68 ,  'y':  -5.35 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.19 ,  'y':  -4.82 ,  'r':  0.4 ,  'type':  1}]
70355,1398783342.996336,[{'idp':  304 ,  'x':  2.13 ,  'y':  0.51 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.14 ,  'y':  -0.98 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.81 ,  'y':  -1.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.99 ,  'y':  1.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  1.65 ,  'y':  -5.35 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.18 ,  'y':  -4.85 ,  'r':  0.4 ,  'type':  1}]
70356,1398783343.0362766,[{'idp':  304 ,  'x':  2.13 ,  'y':  0.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.15 ,  'y':  -1.0 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.8 ,  'y':  -1.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  1.99 ,  'y':  1.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  1.6 ,  'y':  -5.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.15 ,  'y':  -4.86 ,  'r':  0.4 ,  'type':  1}]
70357,1398783343.0363076,[{'idp':  304 ,  'x':  2.13 ,  'y':  0.49 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.14 ,  'y':  -1.02 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.8 ,  'y':  -1.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  2.01 ,  'y':  1.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  1.58 ,  'y':  -5.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.12 ,  'y':  -4.89 ,  'r':  0.4 ,  'type':  1}]
70358,1398783343.076271,[{'idp':  304 ,  'x':  2.13 ,  'y':  0.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.14 ,  'y':  -1.04 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.79 ,  'y':  -1.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  2.01 ,  'y':  1.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  1.58 ,  'y':  -5.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.1 ,  'y':  -4.91 ,  'r':  0.4 ,  'type':  1}]
70359,1398783343.0844738,[{'idp':  304 ,  'x':  2.14 ,  'y':  0.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  306 ,  'x':  4.14 ,  'y':  -1.06 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  307 ,  'x':  0.79 ,  'y':  -1.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  311 ,  'x':  2.02 ,  'y':  1.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  314 ,  'x':  1.54 ,  'y':  -5.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  316 ,  'x':  4.08 ,  'y':  -4.93 ,  'r':  0.4 ,  'type':  1}]
