id,timestamp,circles
30001,1398847436.211884,[{'idp':  1 ,  'x':  0.44 ,  'y':  0.98 ,  'r':  0.6 ,  'type':  1} ,  {'idp':  2 ,  'x':  2.32 ,  'y':  2.65 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  3 ,  'x':  1.23 ,  'y':  -2.61 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  4 ,  'x':  2.19 ,  'y':  -2.99 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  5 ,  'x':  3.15 ,  'y':  -2.9 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  6 ,  'x':  1.9 ,  'y':  -4.53 ,  'r':  0.4 ,  'type':  1}]
40587,1398847700.2558742,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  94 ,  'x':  0.23 ,  'y':  1.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  98 ,  'x':  1.89 ,  'y':  -1.67 ,  'r':  0.4 ,  'type':  1}]
40588,1398847700.2559452,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  94 ,  'x':  0.23 ,  'y':  1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  98 ,  'x':  1.88 ,  'y':  -1.68 ,  'r':  0.4 ,  'type':  1}]
40589,1398847700.2958477,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  94 ,  'x':  0.23 ,  'y':  1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  98 ,  'x':  1.86 ,  'y':  -1.68 ,  'r':  0.4 ,  'type':  1}]
40590,1398847700.3040254,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  94 ,  'x':  0.23 ,  'y':  1.35 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  98 ,  'x':  1.88 ,  'y':  -1.71 ,  'r':  0.4 ,  'type':  1}]
40591,1398847700.3438835,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  94 ,  'x':  0.23 ,  'y':  1.35 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  98 ,  'x':  1.84 ,  'y':  -1.69 ,  'r':  0.4 ,  'type':  1}]
40592,1398847700.3838658,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  94 ,  'x':  0.24 ,  'y':  1.35 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  98 ,  'x':  1.81 ,  'y':  -1.67 ,  'r':  0.4 ,  'type':  1}]
40593,1398847700.3838992,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  94 ,  'x':  0.26 ,  'y':  1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  98 ,  'x':  1.8 ,  'y':  -1.67 ,  'r':  0.4 ,  'type':  1}]
40594,1398847700.4239118,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  94 ,  'x':  0.26 ,  'y':  1.35 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  98 ,  'x':  1.74 ,  'y':  -1.62 ,  'r':  0.4 ,  'type':  1}]
40595,1398847700.42769,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  94 ,  'x':  0.24 ,  'y':  1.35 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  98 ,  'x':  1.77 ,  'y':  -1.7 ,  'r':  0.4 ,  'type':  1}]
40596,1398847700.463864,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  94 ,  'x':  0.22 ,  'y':  1.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  98 ,  'x':  1.77 ,  'y':  -1.79 ,  'r':  0.4 ,  'type':  1}]
40597,1398847700.5038476,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  94 ,  'x':  0.2 ,  'y':  1.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  98 ,  'x':  1.74 ,  'y':  -1.77 ,  'r':  0.4 ,  'type':  1}]
40598,1398847700.5038762,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  94 ,  'x':  0.18 ,  'y':  1.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  98 ,  'x':  1.76 ,  'y':  -1.83 ,  'r':  0.4 ,  'type':  1}]
40599,1398847700.543893,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  94 ,  'x':  0.15 ,  'y':  1.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  98 ,  'x':  1.75 ,  'y':  -1.86 ,  'r':  0.4 ,  'type':  1}]
40600,1398847700.5544763,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  94 ,  'x':  0.13 ,  'y':  1.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  98 ,  'x':  1.74 ,  'y':  -1.88 ,  'r':  0.4 ,  'type':  1}]
40601,1398847700.5918417,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  94 ,  'x':  0.1 ,  'y':  1.46 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  98 ,  'x':  1.74 ,  'y':  -1.93 ,  'r':  0.4 ,  'type':  1}]
40602,1398847700.6318812,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  94 ,  'x':  0.07 ,  'y':  1.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  98 ,  'x':  1.71 ,  'y':  -1.94 ,  'r':  0.4 ,  'type':  1}]
40603,1398847700.6319299,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  94 ,  'x':  0.06 ,  'y':  1.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  98 ,  'x':  1.71 ,  'y':  -1.98 ,  'r':  0.4 ,  'type':  1}]
40604,1398847700.6719272,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  94 ,  'x':  0.04 ,  'y':  1.51 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  98 ,  'x':  1.7 ,  'y':  -1.99 ,  'r':  0.4 ,  'type':  1}]
40605,1398847700.677185,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40606,1398847700.7158656,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40607,1398847700.7558763,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40608,1398847700.7559063,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40609,1398847700.7958715,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40610,1398847700.8028965,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40611,1398847700.839871,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40612,1398847700.8798237,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40613,1398847700.8798618,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40614,1398847700.9199235,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40615,1398847700.927132,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40616,1398847700.9638574,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40617,1398847701.0038195,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40618,1398847701.0038586,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40619,1398847701.0438533,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40620,1398847701.0506282,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40621,1398847701.0878458,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40622,1398847701.1278741,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40623,1398847701.1279058,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40624,1398847701.1679327,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40625,1398847701.1760812,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40626,1398847701.2158487,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40627,1398847701.255933,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40628,1398847701.2559566,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40629,1398847701.2958298,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40630,1398847701.2997277,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40631,1398847701.3358207,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40632,1398847701.3758018,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40633,1398847701.375829,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40634,1398847701.4158177,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40635,1398847701.4255047,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40636,1398847701.4638405,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40637,1398847701.5038536,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40638,1398847701.5038843,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40639,1398847701.5439239,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40640,1398847701.5489368,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40641,1398847701.5878398,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40642,1398847701.627886,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40643,1398847701.627916,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40644,1398847701.6678686,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40645,1398847701.674617,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40646,1398847701.7118597,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40647,1398847701.751898,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40648,1398847701.7519374,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40649,1398847701.7918742,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40650,1398847701.7988718,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40651,1398847701.8358302,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40652,1398847701.8758132,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40653,1398847701.8758473,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40654,1398847701.9159288,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40655,1398847701.9227104,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40656,1398847701.9599411,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40657,1398847701.9998865,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40658,1398847701.9999173,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40659,1398847702.0398366,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40660,1398847702.0472512,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40661,1398847702.0838556,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40662,1398847702.1238399,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40663,1398847702.1238673,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40664,1398847702.163858,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40665,1398847702.1717892,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40666,1398847702.207838,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40667,1398847702.247903,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40668,1398847702.2479348,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40669,1398847702.2878566,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40670,1398847702.2964916,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40671,1398847702.3358319,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40672,1398847702.375883,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40673,1398847702.3759134,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40674,1398847702.4158828,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40675,1398847702.4219437,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40676,1398847702.4599473,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40677,1398847702.4998953,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40678,1398847702.4999254,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40679,1398847702.5399172,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40680,1398847702.54688,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40681,1398847702.5838375,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40682,1398847702.6238334,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40683,1398847702.6238503,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40684,1398847702.6638076,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40685,1398847702.671249,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40686,1398847702.7079263,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40687,1398847702.7478478,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40688,1398847702.7478786,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40689,1398847702.7878537,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40690,1398847702.795895,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40691,1398847702.8358188,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40692,1398847702.8758373,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40693,1398847702.875869,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40694,1398847702.9158814,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40695,1398847702.9208882,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40696,1398847702.9598527,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40697,1398847702.9998214,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40698,1398847702.9998543,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40699,1398847703.0398545,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40700,1398847703.0464802,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40701,1398847703.0839398,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40702,1398847703.123865,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40703,1398847703.1238947,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40704,1398847703.1639128,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40705,1398847703.1699672,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40706,1398847703.207877,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40707,1398847703.2479038,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40708,1398847703.247933,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40709,1398847703.2878246,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40710,1398847703.29417,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40711,1398847703.3318903,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40712,1398847703.3719096,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40713,1398847703.37194,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40714,1398847703.411831,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40715,1398847703.4188664,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40716,1398847703.4559052,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40717,1398847703.4959588,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40718,1398847703.4959855,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40719,1398847703.5358639,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40720,1398847703.5428984,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40721,1398847703.57984,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40722,1398847703.619866,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40723,1398847703.6198947,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40724,1398847703.6598477,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40725,1398847703.6682513,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40726,1398847703.7078998,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40727,1398847703.747936,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40728,1398847703.7479708,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40729,1398847703.787876,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40730,1398847703.7925267,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40731,1398847703.8318803,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40732,1398847703.8719466,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40733,1398847703.8719752,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40734,1398847703.9118097,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40735,1398847703.9178572,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40736,1398847703.9558825,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40737,1398847703.9958563,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40738,1398847703.9958904,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40739,1398847704.0358527,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40740,1398847704.0416083,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40741,1398847704.0798209,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40742,1398847704.1198692,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40743,1398847704.1198933,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40744,1398847704.1599274,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40745,1398847704.1670485,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40746,1398847704.2038531,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40747,1398847704.2439032,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40748,1398847704.2439349,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40749,1398847704.283808,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40750,1398847704.2906237,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40751,1398847704.3279672,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40752,1398847704.3678453,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40753,1398847704.3678741,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40754,1398847704.4078956,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40755,1398847704.4136422,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40756,1398847704.4518898,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40757,1398847704.4918551,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40758,1398847704.4918847,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40759,1398847704.5319042,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40760,1398847704.5387523,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40761,1398847704.5758796,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40762,1398847704.615848,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40763,1398847704.6558897,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40764,1398847704.65592,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40765,1398847704.695902,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40766,1398847704.6959233,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
40767,1398847704.7358606,[{'idp':  64 ,  'x':  14.81 ,  'y':  19.75 ,  'r':  0.4 ,  'type':  1}]
