id,timestamp,circles
26201,1398855274.5657456,[{'idp': 1, 'x': 4.25, 'y': 0.8749999999999991, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 4.416666666666666, 'y': 1.6666666666666674, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 9.25, 'y': 0.541666666666667, 'r': 0.3999999999999999, 'type': 1}]
35720,1398855512.739267,[{'idp': 204, 'x': 1.295129131441064, 'y': 0.8686423706739665, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.8339065777421881, 'y': -0.5246757489866583, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 4.059165985015771, 'y': 0.2743943485667777, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.350251283144289, 'y': -2.5190972029861367, 'r': 0.3999999999999999, 'type': 1}, {'idp': 233, 'x': 9.101495964589496, 'y': -0.3966628003190731, 'r': 0.3999999999999999, 'type': 1}]
35721,1398855512.7778103,[{'idp': 204, 'x': 1.281657391351736, 'y': 0.8719476738870058, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.8441781468263785, 'y': -0.5009092615138189, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 4.058742454133142, 'y': 0.29206071972367686, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.350998408008238, 'y': -2.5083835128047616, 'r': 0.3999999999999999, 'type': 1}, {'idp': 233, 'x': 9.119547241287457, 'y': -0.37756824367744857, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5, 'y': -1.5416666666666667, 'r': 0.3999999999999999, 'type': 1}]
35722,1398855512.8177507,[{'idp': 204, 'x': 1.2688759533110128, 'y': 0.8758261246951671, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.8497352585193894, 'y': -0.472478636246465, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 4.057737005621709, 'y': 0.3186842026631531, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.37413715812846, 'y': -2.499948864190152, 'r': 0.3999999999999999, 'type': 1}, {'idp': 233, 'x': 9.132326779005934, 'y': -0.3579304525511351, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.543784629212489, 'y': -1.4711147761005428, 'r': 0.3999999999999999, 'type': 1}]
35723,1398855512.8177776,[{'idp': 204, 'x': 1.2569341868132944, 'y': 0.8792181068729454, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.8555665380393593, 'y': -0.44749359092130403, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 4.052506503251594, 'y': 0.3614349650214299, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.3838450409178003, 'y': -2.4884538987565885, 'r': 0.3999999999999999, 'type': 1}, {'idp': 233, 'x': 9.138743900158472, 'y': -0.3182430658661439, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5336564688727026, 'y': -1.4578591318341516, 'r': 0.3999999999999999, 'type': 1}]
35724,1398855512.857881,[{'idp': 204, 'x': 1.2419502026693752, 'y': 0.8895890870163958, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.8580856055673034, 'y': -0.4175623621588942, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 4.057502386843728, 'y': 0.3974903991697265, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.395416260149761, 'y': -2.4676554734579237, 'r': 0.3999999999999999, 'type': 1}, {'idp': 233, 'x': 9.160641541736428, 'y': -0.2594921680939932, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5501778933650665, 'y': -1.4599993269301503, 'r': 0.3999999999999999, 'type': 1}]
35725,1398855512.8642812,[{'idp': 204, 'x': 1.2285173081576817, 'y': 0.8969683703267295, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.859353755045774, 'y': -0.3880655126052279, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 4.071966768145634, 'y': 0.4334748942321087, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.396060023089708, 'y': -2.447232838388688, 'r': 0.3999999999999999, 'type': 1}, {'idp': 233, 'x': 9.15755651941393, 'y': -0.1996050067576982, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5423907403500867, 'y': -1.4480038286818053, 'r': 0.3999999999999999, 'type': 1}]
35726,1398855512.9017437,[{'idp': 204, 'x': 1.2162536853151873, 'y': 0.8998533729051861, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.853759238906374, 'y': -0.35340488326900954, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 4.07405578157605, 'y': 0.4415119821382163, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.3865432730015335, 'y': -2.426601910471641, 'r': 0.3999999999999999, 'type': 1}, {'idp': 233, 'x': 9.169355766646468, 'y': -0.08006187187514557, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5448459218942587, 'y': -1.434447073280125, 'r': 0.3999999999999999, 'type': 1}]
35727,1398855512.9418032,[{'idp': 204, 'x': 1.2037686763747657, 'y': 0.8983723391016096, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.8526929239208667, 'y': -0.3240045944996217, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 4.071407128274336, 'y': 0.48099330393156503, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.3938079201682783, 'y': -2.4237685551803843, 'r': 0.3999999999999999, 'type': 1}, {'idp': 233, 'x': 9.189915273491067, 'y': 0.01987505846621218, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5595468818316625, 'y': -1.4356370577307265, 'r': 0.3999999999999999, 'type': 1}]
35728,1398855512.9418354,[{'idp': 204, 'x': 1.187338474299795, 'y': 0.9029351858878387, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.840479851778687, 'y': -0.2849816866996069, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 4.057580197401645, 'y': 0.5150861975637011, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.379577219557709, 'y': -2.407214594877718, 'r': 0.3999999999999999, 'type': 1}, {'idp': 233, 'x': 9.188790635906193, 'y': 0.14026652542185492, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5522756838250227, 'y': -1.4171928513808563, 'r': 0.3999999999999999, 'type': 1}]
35729,1398855512.981793,[{'idp': 204, 'x': 1.1766119049761459, 'y': 0.9064490339361431, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.824429434044863, 'y': -0.24628693815615832, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 4.057860641317732, 'y': 0.5329903975287165, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.3712947707712173, 'y': -2.3876283207131865, 'r': 0.3999999999999999, 'type': 1}, {'idp': 233, 'x': 9.197398536560012, 'y': 0.24112697862900045, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5542479304446775, 'y': -1.4037355212669755, 'r': 0.3999999999999999, 'type': 1}]
35730,1398855512.9904268,[{'idp': 204, 'x': 1.1635581837465714, 'y': 0.9131692546024106, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.8107828847506058, 'y': -0.2085876644280138, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 4.041960688790349, 'y': 0.566873115159312, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.361534004046213, 'y': -2.358664985850151, 'r': 0.3999999999999999, 'type': 1}, {'idp': 233, 'x': 9.205629269752274, 'y': 0.30166522033163945, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.548392718743042, 'y': -1.3859911648545686, 'r': 0.3999999999999999, 'type': 1}]
35731,1398855513.0297153,[{'idp': 204, 'x': 1.149982051266445, 'y': 0.9147364988898521, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.801390817998061, 'y': -0.19345534210519877, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 4.028067785356837, 'y': 0.5916708232460266, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.3563341637160917, 'y': -2.3427067872347793, 'r': 0.3999999999999999, 'type': 1}, {'idp': 233, 'x': 9.204610460184941, 'y': 0.3216716788945706, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5453541827552706, 'y': -1.370148597357258, 'r': 0.3999999999999999, 'type': 1}]
35732,1398855513.0697408,[{'idp': 204, 'x': 1.1383924730837047, 'y': 0.9131009303673032, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.7988520266817565, 'y': -0.1742711764173921, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 4.002002623926295, 'y': 0.6056620116208489, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.3479792457132054, 'y': -2.3365255783999017, 'r': 0.3999999999999999, 'type': 1}, {'idp': 233, 'x': 9.221409176366462, 'y': 0.38319316176347096, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.554572604541907, 'y': -1.3676290378676548, 'r': 0.3999999999999999, 'type': 1}]
35733,1398855513.0697706,[{'idp': 204, 'x': 1.1281478577571624, 'y': 0.9211921994524763, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.8113715071534275, 'y': -0.15967249110347304, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 3.992630277526248, 'y': 0.6311752482051558, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.352919446783286, 'y': -2.3284792172499036, 'r': 0.3999999999999999, 'type': 1}, {'idp': 233, 'x': 9.229643621660564, 'y': 0.42375291550295513, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5297402557815296, 'y': -1.3477682563938398, 'r': 0.3999999999999999, 'type': 1}]
35734,1398855513.1098156,[{'idp': 204, 'x': 1.1094219376424408, 'y': 0.9309976652762453, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.8399017122940409, 'y': -0.12016205770336796, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 3.9690816806608797, 'y': 0.6809744449985633, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.346101001056442, 'y': -2.3044444254864027, 'r': 0.3999999999999999, 'type': 1}, {'idp': 233, 'x': 9.23023081113968, 'y': 0.5446919843735487, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5326457633346444, 'y': -1.3208994094757442, 'r': 0.3999999999999999, 'type': 1}]
35735,1398855513.1161373,[{'idp': 204, 'x': 1.093649914628576, 'y': 0.9418732446346034, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.866252238165771, 'y': -0.0850575611898674, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 3.937056809729569, 'y': 0.7562897194393781, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.3571908935147623, 'y': -2.26224980820637, 'r': 0.3999999999999999, 'type': 1}, {'idp': 233, 'x': 9.243384661722615, 'y': 0.7073404966236208, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.546269262020018, 'y': -1.285285701522203, 'r': 0.3999999999999999, 'type': 1}]
35736,1398855513.1537669,[{'idp': 204, 'x': 1.0745256288202198, 'y': 0.959120439703145, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.876787095729926, 'y': -0.04029568265461858, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 3.9398893009036784, 'y': 0.8568952495744164, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.37209099948845, 'y': -2.231209029554413, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.530418414355282, 'y': -1.2364397471569055, 'r': 0.3999999999999999, 'type': 1}]
35737,1398855513.193693,[{'idp': 204, 'x': 1.0542985506613367, 'y': 0.9708335225133635, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.8453873584417102, 'y': -0.0051777107662154265, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 3.8978959692224735, 'y': 0.9189344492196949, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.4140970475903423, 'y': -2.221973806115728, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5338252227473435, 'y': -1.190592731437301, 'r': 0.3999999999999999, 'type': 1}]
35738,1398855513.1937213,[{'idp': 204, 'x': 1.0418687549431116, 'y': 0.9758237948298487, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.8303895291200778, 'y': 0.03980690331029546, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 3.8842904454682214, 'y': 0.9430008440018756, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.385208693701719, 'y': -2.2048145103291903, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.535127949977243, 'y': -1.150141035371074, 'r': 0.3999999999999999, 'type': 1}]
35739,1398855513.2337348,[{'idp': 204, 'x': 1.0288895274765308, 'y': 0.9725179583036581, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.8279580067405266, 'y': 0.07685503705129104, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 3.8746467796992645, 'y': 0.9769403449417857, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.381187727484848, 'y': -2.1814328201678377, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.543505990527093, 'y': -1.1193579920138286, 'r': 0.3999999999999999, 'type': 1}]
35740,1398855513.2415018,[{'idp': 204, 'x': 1.022192289661994, 'y': 0.9789651138516908, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.8339033020861417, 'y': 0.11047112240520907, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 3.8625495234399154, 'y': 0.9924909444364816, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.383517531204913, 'y': -2.1845123712776138, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5555679398217412, 'y': -1.1046288219899147, 'r': 0.3999999999999999, 'type': 1}]
35741,1398855513.2777412,[{'idp': 204, 'x': 1.0050169004096765, 'y': 0.9837679613930717, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.8313071759141253, 'y': 0.1604707923820925, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 3.8420511387622747, 'y': 1.0048313349296767, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.383126892009275, 'y': -2.1549737898024346, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5385057839006375, 'y': -1.0635481877703978, 'r': 0.3999999999999999, 'type': 1}]
35742,1398855513.3177779,[{'idp': 204, 'x': 0.988264890838868, 'y': 0.9965062318176199, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.8212453915601223, 'y': 0.20943372878615252, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 3.8205799523572748, 'y': 1.0710297326417084, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.3990566007579783, 'y': -2.1319195904616706, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5372085706464764, 'y': -1.016675946113551, 'r': 0.3999999999999999, 'type': 1}]
35743,1398855513.3177881,[{'idp': 204, 'x': 0.9592540149485473, 'y': 1.0156129005373238, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.8076672739496091, 'y': 0.2608689103950268, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 3.826367052271631, 'y': 1.1812931944298488, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.4166168211099004, 'y': -2.073319166477965, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5571980687130758, 'y': -0.9794807168868591, 'r': 0.3999999999999999, 'type': 1}]
35744,1398855513.3578815,[{'idp': 204, 'x': 0.9305511398556998, 'y': 1.0331453670425672, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.792545448803915, 'y': 0.32014397146171714, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 3.887488408256219, 'y': 1.3110830348058755, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.45016571839181, 'y': -2.0258591005753823, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.565110010648619, 'y': -0.9313091653857597, 'r': 0.3999999999999999, 'type': 1}]
35745,1398855513.3668106,[{'idp': 204, 'x': 0.9050168127911129, 'y': 1.0460829321822795, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.776687087180937, 'y': 0.3707913402332941, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 3.9000961330664397, 'y': 1.4195413431959558, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.441811233916382, 'y': -1.9775419961615104, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5681962547871717, 'y': -0.907568373534644, 'r': 0.3999999999999999, 'type': 1}]
35746,1398855513.4057229,[{'idp': 204, 'x': 0.8842336103941495, 'y': 1.0494637971477738, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.7694247870641222, 'y': 0.4020201705633242, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 3.8807137546388937, 'y': 1.480089159011111, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.4449750362209643, 'y': -1.9592335951176254, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.553145191361228, 'y': -0.8825856637885265, 'r': 0.3999999999999999, 'type': 1}]
35747,1398855513.4458134,[{'idp': 204, 'x': 0.8713254993109687, 'y': 1.0576814824295089, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.7512427642757866, 'y': 0.43075001932529444, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 3.8525823817429505, 'y': 1.5371595483016742, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.4305562339218323, 'y': -1.9501142382248204, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5523693106277046, 'y': -0.8830557615167189, 'r': 0.3999999999999999, 'type': 1}]
35748,1398855513.4458427,[{'idp': 204, 'x': 0.8564014277092569, 'y': 1.057122049193826, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.7384146715067694, 'y': 0.460325469809002, 'r': 0.3999999999999999, 'type': 1}, {'idp': 226, 'x': 3.80042670593159, 'y': 1.5744194395751054, 'r': 0.4, 'type': 1}, {'idp': 229, 'x': 2.4302026941703936, 'y': -1.9328528048829874, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5421232434776786, 'y': -0.8607753550406971, 'r': 0.3999999999999999, 'type': 1}, {'idp': 235, 'x': 3.4166666666666656, 'y': -4.083333333333333, 'r': 0.3999999999999999, 'type': 1}]
35749,1398855513.4857209,[{'idp': 204, 'x': 0.8338293640658434, 'y': 1.0580294827560022, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.7200130478563747, 'y': 0.49674399676960634, 'r': 0.3999999999999999, 'type': 1}, {'idp': 229, 'x': 2.4325209578667373, 'y': -1.9144003285800437, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5382588661613004, 'y': -0.8406628724088294, 'r': 0.3999999999999999, 'type': 1}, {'idp': 235, 'x': 3.4926581248466793, 'y': -3.956057220991873, 'r': 0.3999999999999999, 'type': 1}]
35750,1398855513.4916263,[{'idp': 204, 'x': 0.820703534347953, 'y': 1.0648480878471056, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.7111234547041931, 'y': 0.5263234901683345, 'r': 0.3999999999999999, 'type': 1}, {'idp': 229, 'x': 2.4202954571322044, 'y': -1.8992644915600532, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5428691290497407, 'y': -0.8169132686634606, 'r': 0.3999999999999999, 'type': 1}, {'idp': 235, 'x': 3.4980383706626883, 'y': -3.8828339314727, 'r': 0.3999999999999999, 'type': 1}]
35751,1398855513.5297866,[{'idp': 204, 'x': 0.7986936913159681, 'y': 1.070062184591718, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.6958913664983122, 'y': 0.5482431494344997, 'r': 0.3999999999999999, 'type': 1}, {'idp': 229, 'x': 2.425322917788142, 'y': -1.8859857303143135, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5473721543921246, 'y': -0.8000203611701417, 'r': 0.3999999999999999, 'type': 1}, {'idp': 235, 'x': 3.5072895982791885, 'y': -3.8469594525615722, 'r': 0.3999999999999999, 'type': 1}]
35752,1398855513.5697553,[{'idp': 204, 'x': 0.7759743509463979, 'y': 1.0784826742735953, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.674778503117862, 'y': 0.579941804968902, 'r': 0.3999999999999999, 'type': 1}, {'idp': 229, 'x': 2.4173015105587026, 'y': -1.8370504358847772, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.564638064237379, 'y': -0.7599006055619828, 'r': 0.3999999999999999, 'type': 1}, {'idp': 235, 'x': 3.527410701605851, 'y': -3.7650191913376507, 'r': 0.3999999999999999, 'type': 1}]
35753,1398855513.5700872,[{'idp': 204, 'x': 0.7551082955287813, 'y': 1.0884419895836417, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.646422681457984, 'y': 0.6123758472607288, 'r': 0.3999999999999999, 'type': 1}, {'idp': 229, 'x': 2.4374749305238397, 'y': -1.8022626307526224, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.547188386031798, 'y': -0.7013806454175464, 'r': 0.3999999999999999, 'type': 1}, {'idp': 235, 'x': 3.561207870842835, 'y': -3.705842610313054, 'r': 0.3999999999999999, 'type': 1}]
35754,1398855513.6097806,[{'idp': 204, 'x': 0.7357695092391414, 'y': 1.0912644220963341, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.633068557391748, 'y': 0.6334472850121076, 'r': 0.3999999999999999, 'type': 1}, {'idp': 229, 'x': 2.4299188226831414, 'y': -1.772022273865893, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.538197431917175, 'y': -0.6761260747593556, 'r': 0.3999999999999999, 'type': 1}, {'idp': 235, 'x': 3.5762942645542206, 'y': -3.64038262919805, 'r': 0.3999999999999999, 'type': 1}]
35755,1398855513.6175041,[{'idp': 204, 'x': 0.7308872836373026, 'y': 1.0890715674283236, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.6311801485197974, 'y': 0.647709310200919, 'r': 0.3999999999999999, 'type': 1}, {'idp': 229, 'x': 2.4182321478517665, 'y': -1.7631437495431834, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5316711641118173, 'y': -0.6631406104881554, 'r': 0.3999999999999999, 'type': 1}, {'idp': 235, 'x': 3.5373087056451724, 'y': -3.600564144083126, 'r': 0.3999999999999999, 'type': 1}]
35756,1398855513.6537673,[{'idp': 204, 'x': 0.7168380206281344, 'y': 1.0884075669806048, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.6439263097338452, 'y': 0.6675770997848596, 'r': 0.3999999999999999, 'type': 1}, {'idp': 229, 'x': 2.4133015055349794, 'y': -1.7594065990503538, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.533333891350813, 'y': -0.6657356327684372, 'r': 0.3999999999999999, 'type': 1}, {'idp': 235, 'x': 3.524689801466665, 'y': -3.5718921465505025, 'r': 0.3999999999999999, 'type': 1}]
35757,1398855513.6937656,[{'idp': 204, 'x': 0.6958818631530783, 'y': 1.097974930541783, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.6453522882783167, 'y': 0.7144179266189266, 'r': 0.3999999999999999, 'type': 1}, {'idp': 229, 'x': 2.4133206345731817, 'y': -1.735277738982447, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5155792052927506, 'y': -0.6275282610717514, 'r': 0.3999999999999999, 'type': 1}, {'idp': 235, 'x': 3.5275446052883597, 'y': -3.5278947444563724, 'r': 0.3999999999999999, 'type': 1}]
35758,1398855513.693861,[{'idp': 204, 'x': 0.672844704953095, 'y': 1.1146600228382098, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.6284432280792327, 'y': 0.7650939273307178, 'r': 0.3999999999999999, 'type': 1}, {'idp': 229, 'x': 2.4270893259072746, 'y': -1.6977935647683262, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5122625482237027, 'y': -0.5756862776780858, 'r': 0.3999999999999999, 'type': 1}, {'idp': 235, 'x': 3.540445723601695, 'y': -3.4492441040129718, 'r': 0.3999999999999999, 'type': 1}]
35759,1398855513.734295,[{'idp': 204, 'x': 0.6449452494943864, 'y': 1.124032535687074, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.6167485342962507, 'y': 0.8205348270916413, 'r': 0.3999999999999999, 'type': 1}, {'idp': 229, 'x': 2.4292565320445525, 'y': -1.6443345618235716, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.5155527124469956, 'y': -0.5416245572139566, 'r': 0.3999999999999999, 'type': 1}, {'idp': 235, 'x': 3.574108322646319, 'y': -3.3913725960377397, 'r': 0.3999999999999999, 'type': 1}]
35760,1398855513.7439144,[{'idp': 204, 'x': 0.6270736932770316, 'y': 1.1322507440307472, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.5854716631720267, 'y': 0.87634723355553, 'r': 0.3999999999999999, 'type': 1}, {'idp': 229, 'x': 2.433490259528319, 'y': -1.6090368287601142, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.4848899247715495, 'y': -0.508997591454442, 'r': 0.3999999999999999, 'type': 1}, {'idp': 235, 'x': 3.5790733899104743, 'y': -3.336924422781369, 'r': 0.3999999999999999, 'type': 1}]
35761,1398855513.781829,[{'idp': 204, 'x': 0.6086572615786623, 'y': 1.1342697815467706, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.5734190088577371, 'y': 0.9247964169400835, 'r': 0.3999999999999999, 'type': 1}, {'idp': 229, 'x': 2.4267259205399494, 'y': -1.5966651594807013, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.4702885794050267, 'y': -0.49488655147917227, 'r': 0.3999999999999999, 'type': 1}, {'idp': 235, 'x': 3.589061799665776, 'y': -3.3024965797319004, 'r': 0.3999999999999999, 'type': 1}]
35762,1398855513.8217833,[{'idp': 204, 'x': 0.5928963322031455, 'y': 1.1340042008352658, 'r': 0.3999999999999999, 'type': 1}, {'idp': 207, 'x': 1.565528571947139, 'y': 0.972798327165616, 'r': 0.3999999999999999, 'type': 1}, {'idp': 229, 'x': 2.423532092881786, 'y': -1.5793908323787964, 'r': 0.3999999999999999, 'type': 1}, {'idp': 234, 'x': 2.470728882449318, 'y': -0.4757141627856454, 'r': 0.3999999999999999, 'type': 1}, {'idp': 235, 'x': 3.5702267393002196, 'y': -3.2707007176356937, 'r': 0.3999999999999999, 'type': 1}]
