id,timestamp,circles
50000,1398777519.0635653,[{'idp':  1 ,  'x':  5.28 ,  'y':  -1.06 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  2 ,  'x':  4.36 ,  'y':  -1.06 ,  'r':  0.2 ,  'type':  1}]
56540,1398777681.8756227,[{'idp':  44 ,  'x':  4.28 ,  'y':  -0.54 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.48 ,  'y':  -0.65 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.87 ,  'y':  -1.17 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.73 ,  'y':  0.36 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.91 ,  'y':  -0.26 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.79 ,  'y':  0.82 ,  'r':  0.2 ,  'type':  1}]
56541,1398777681.8837647,[{'idp':  44 ,  'x':  4.28 ,  'y':  -0.54 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.47 ,  'y':  -0.65 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.83 ,  'y':  -1.18 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.71 ,  'y':  0.35 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.89 ,  'y':  -0.25 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.75 ,  'y':  0.8 ,  'r':  0.2 ,  'type':  1}]
56542,1398777681.9236355,[{'idp':  44 ,  'x':  4.3 ,  'y':  -0.55 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.46 ,  'y':  -0.65 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.8 ,  'y':  -1.17 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.68 ,  'y':  0.36 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.89 ,  'y':  -0.25 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.72 ,  'y':  0.8 ,  'r':  0.2 ,  'type':  1}]
56543,1398777681.9637194,[{'idp':  44 ,  'x':  4.31 ,  'y':  -0.55 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.46 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.78 ,  'y':  -1.17 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.67 ,  'y':  0.36 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.89 ,  'y':  -0.25 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.68 ,  'y':  0.79 ,  'r':  0.2 ,  'type':  1}]
56544,1398777681.9637563,[{'idp':  44 ,  'x':  4.28 ,  'y':  -0.54 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.45 ,  'y':  -0.65 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.76 ,  'y':  -1.16 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.66 ,  'y':  0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.87 ,  'y':  -0.25 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.64 ,  'y':  0.77 ,  'r':  0.2 ,  'type':  1}]
56545,1398777682.0036087,[{'idp':  44 ,  'x':  4.29 ,  'y':  -0.54 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.44 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.72 ,  'y':  -1.16 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.67 ,  'y':  0.3 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.87 ,  'y':  -0.25 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.57 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1}]
56546,1398777682.008729,[{'idp':  44 ,  'x':  4.31 ,  'y':  -0.55 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.43 ,  'y':  -0.65 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.69 ,  'y':  -1.15 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.66 ,  'y':  0.31 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.86 ,  'y':  -0.25 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.54 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1}]
56547,1398777682.0475807,[{'idp':  44 ,  'x':  4.3 ,  'y':  -0.56 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.43 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.69 ,  'y':  -1.17 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.66 ,  'y':  0.26 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.85 ,  'y':  -0.26 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.51 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1}]
56548,1398777682.0876036,[{'idp':  44 ,  'x':  4.28 ,  'y':  -0.55 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.43 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.68 ,  'y':  -1.2 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.65 ,  'y':  0.27 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.85 ,  'y':  -0.26 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.51 ,  'y':  0.74 ,  'r':  0.2 ,  'type':  1}]
56549,1398777682.0876348,[{'idp':  44 ,  'x':  4.29 ,  'y':  -0.56 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.42 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.66 ,  'y':  -1.21 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.63 ,  'y':  0.27 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.85 ,  'y':  -0.27 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.47 ,  'y':  0.74 ,  'r':  0.2 ,  'type':  1}]
56550,1398777682.1276538,[{'idp':  44 ,  'x':  4.28 ,  'y':  -0.55 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.42 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.64 ,  'y':  -1.22 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.61 ,  'y':  0.27 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.85 ,  'y':  -0.27 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.45 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1}]
56551,1398777682.1323395,[{'idp':  44 ,  'x':  4.28 ,  'y':  -0.56 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.42 ,  'y':  -0.67 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.6 ,  'y':  -1.23 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.6 ,  'y':  0.28 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.83 ,  'y':  -0.27 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.43 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1}]
56552,1398777682.171618,[{'idp':  44 ,  'x':  4.28 ,  'y':  -0.56 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.41 ,  'y':  -0.67 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.57 ,  'y':  -1.23 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.59 ,  'y':  0.3 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.84 ,  'y':  -0.27 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.41 ,  'y':  0.72 ,  'r':  0.2 ,  'type':  1}]
56553,1398777682.2115827,[{'idp':  44 ,  'x':  4.28 ,  'y':  -0.56 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.4 ,  'y':  -0.67 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.55 ,  'y':  -1.24 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.56 ,  'y':  0.3 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.82 ,  'y':  -0.27 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.42 ,  'y':  0.72 ,  'r':  0.2 ,  'type':  1}]
56554,1398777682.211624,[{'idp':  44 ,  'x':  4.27 ,  'y':  -0.56 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.4 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.5 ,  'y':  -1.22 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.57 ,  'y':  0.3 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.82 ,  'y':  -0.27 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.42 ,  'y':  0.73 ,  'r':  0.2 ,  'type':  1}]
56555,1398777682.251648,[{'idp':  44 ,  'x':  4.27 ,  'y':  -0.56 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.4 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.48 ,  'y':  -1.21 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.5 ,  'y':  0.3 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.81 ,  'y':  -0.27 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.42 ,  'y':  0.77 ,  'r':  0.2 ,  'type':  1}]
56556,1398777682.257341,[{'idp':  44 ,  'x':  4.27 ,  'y':  -0.56 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.38 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.46 ,  'y':  -1.19 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.49 ,  'y':  0.3 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.81 ,  'y':  -0.27 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.4 ,  'y':  0.79 ,  'r':  0.2 ,  'type':  1}]
56557,1398777682.295564,[{'idp':  44 ,  'x':  4.27 ,  'y':  -0.56 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.37 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.52 ,  'y':  -1.16 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.46 ,  'y':  0.31 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.8 ,  'y':  -0.27 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.38 ,  'y':  0.8 ,  'r':  0.2 ,  'type':  1}]
56558,1398777682.3355498,[{'idp':  44 ,  'x':  4.27 ,  'y':  -0.56 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.37 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.53 ,  'y':  -1.15 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.41 ,  'y':  0.31 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.8 ,  'y':  -0.27 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.35 ,  'y':  0.79 ,  'r':  0.2 ,  'type':  1}]
56559,1398777682.335578,[{'idp':  44 ,  'x':  4.27 ,  'y':  -0.56 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.37 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.51 ,  'y':  -1.15 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.38 ,  'y':  0.32 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.8 ,  'y':  -0.27 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.33 ,  'y':  0.78 ,  'r':  0.2 ,  'type':  1}]
56560,1398777682.3755836,[{'idp':  44 ,  'x':  4.29 ,  'y':  -0.57 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.36 ,  'y':  -0.67 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.5 ,  'y':  -1.16 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.35 ,  'y':  0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.78 ,  'y':  -0.27 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.29 ,  'y':  0.78 ,  'r':  0.2 ,  'type':  1}]
56561,1398777682.3813317,[{'idp':  44 ,  'x':  4.28 ,  'y':  -0.56 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.36 ,  'y':  -0.65 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.47 ,  'y':  -1.15 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.32 ,  'y':  0.33 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.77 ,  'y':  -0.27 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.27 ,  'y':  0.79 ,  'r':  0.2 ,  'type':  1}]
56562,1398777682.4196153,[{'idp':  44 ,  'x':  4.3 ,  'y':  -0.57 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.34 ,  'y':  -0.65 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.45 ,  'y':  -1.15 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.28 ,  'y':  0.35 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.77 ,  'y':  -0.26 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.26 ,  'y':  0.79 ,  'r':  0.2 ,  'type':  1}]
56563,1398777682.4596157,[{'idp':  44 ,  'x':  4.3 ,  'y':  -0.57 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.34 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.42 ,  'y':  -1.15 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.23 ,  'y':  0.36 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.76 ,  'y':  -0.26 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.22 ,  'y':  0.79 ,  'r':  0.2 ,  'type':  1}]
56564,1398777682.4596515,[{'idp':  44 ,  'x':  4.32 ,  'y':  -0.59 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.32 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.4 ,  'y':  -1.16 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.19 ,  'y':  0.36 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.76 ,  'y':  -0.27 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.2 ,  'y':  0.78 ,  'r':  0.2 ,  'type':  1}]
56565,1398777682.4996445,[{'idp':  44 ,  'x':  4.33 ,  'y':  -0.59 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.31 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.35 ,  'y':  -1.15 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.15 ,  'y':  0.39 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.76 ,  'y':  -0.27 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.17 ,  'y':  0.78 ,  'r':  0.2 ,  'type':  1}]
56566,1398777682.5055726,[{'idp':  44 ,  'x':  4.34 ,  'y':  -0.59 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.31 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.31 ,  'y':  -1.16 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.14 ,  'y':  0.4 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.74 ,  'y':  -0.27 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.13 ,  'y':  0.78 ,  'r':  0.2 ,  'type':  1}]
56567,1398777682.5435705,[{'idp':  44 ,  'x':  4.36 ,  'y':  -0.59 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.3 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.26 ,  'y':  -1.17 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.11 ,  'y':  0.4 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.73 ,  'y':  -0.27 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.11 ,  'y':  0.78 ,  'r':  0.2 ,  'type':  1}]
56568,1398777682.583617,[{'idp':  44 ,  'x':  4.39 ,  'y':  -0.6 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.29 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.19 ,  'y':  -1.16 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.07 ,  'y':  0.42 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.73 ,  'y':  -0.27 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.07 ,  'y':  0.79 ,  'r':  0.2 ,  'type':  1}]
56569,1398777682.5836499,[{'idp':  44 ,  'x':  4.41 ,  'y':  -0.6 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.29 ,  'y':  -0.67 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.13 ,  'y':  -1.16 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.05 ,  'y':  0.42 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.72 ,  'y':  -0.28 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.04 ,  'y':  0.78 ,  'r':  0.2 ,  'type':  1}]
56570,1398777682.623637,[{'idp':  44 ,  'x':  4.41 ,  'y':  -0.6 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.28 ,  'y':  -0.67 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  2.06 ,  'y':  -1.17 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  4.02 ,  'y':  0.42 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.72 ,  'y':  -0.28 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  3.0 ,  'y':  0.79 ,  'r':  0.2 ,  'type':  1}]
56571,1398777682.6309097,[{'idp':  44 ,  'x':  4.42 ,  'y':  -0.6 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.27 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  1.99 ,  'y':  -1.16 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  3.99 ,  'y':  0.42 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.71 ,  'y':  -0.28 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  2.98 ,  'y':  0.79 ,  'r':  0.2 ,  'type':  1}]
56572,1398777682.667637,[{'idp':  44 ,  'x':  4.44 ,  'y':  -0.6 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.26 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  1.94 ,  'y':  -1.17 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  3.96 ,  'y':  0.42 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.72 ,  'y':  -0.28 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  2.94 ,  'y':  0.79 ,  'r':  0.2 ,  'type':  1}]
56573,1398777682.7075913,[{'idp':  44 ,  'x':  4.43 ,  'y':  -0.61 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.25 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  1.86 ,  'y':  -1.2 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  3.94 ,  'y':  0.42 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.71 ,  'y':  -0.29 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  2.9 ,  'y':  0.79 ,  'r':  0.2 ,  'type':  1}]
56574,1398777682.707623,[{'idp':  44 ,  'x':  4.44 ,  'y':  -0.61 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.24 ,  'y':  -0.67 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  1.77 ,  'y':  -1.21 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  3.9 ,  'y':  0.43 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.71 ,  'y':  -0.29 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  2.85 ,  'y':  0.8 ,  'r':  0.2 ,  'type':  1}]
56575,1398777682.7476983,[{'idp':  44 ,  'x':  4.46 ,  'y':  -0.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.24 ,  'y':  -0.67 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  1.71 ,  'y':  -1.22 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  3.88 ,  'y':  0.43 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.71 ,  'y':  -0.3 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  2.79 ,  'y':  0.81 ,  'r':  0.2 ,  'type':  1}]
56576,1398777682.7549748,[{'idp':  44 ,  'x':  4.47 ,  'y':  -0.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.23 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  1.67 ,  'y':  -1.23 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  3.87 ,  'y':  0.45 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.73 ,  'y':  -0.3 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  2.75 ,  'y':  0.82 ,  'r':  0.2 ,  'type':  1}]
56577,1398777682.7915812,[{'idp':  44 ,  'x':  4.47 ,  'y':  -0.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.23 ,  'y':  -0.67 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  1.58 ,  'y':  -1.21 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  3.87 ,  'y':  0.49 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.72 ,  'y':  -0.3 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  2.74 ,  'y':  0.81 ,  'r':  0.2 ,  'type':  1}]
56578,1398777682.831599,[{'idp':  44 ,  'x':  4.5 ,  'y':  -0.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.22 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  1.53 ,  'y':  -1.22 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  3.91 ,  'y':  0.53 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.73 ,  'y':  -0.3 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  2.73 ,  'y':  0.81 ,  'r':  0.2 ,  'type':  1}]
56579,1398777682.831644,[{'idp':  44 ,  'x':  4.51 ,  'y':  -0.63 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.21 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  1.5 ,  'y':  -1.24 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  3.91 ,  'y':  0.55 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.72 ,  'y':  -0.29 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  2.71 ,  'y':  0.82 ,  'r':  0.2 ,  'type':  1}]
56580,1398777682.8716667,[{'idp':  44 ,  'x':  4.49 ,  'y':  -0.62 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  50 ,  'x':  3.22 ,  'y':  -0.66 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  51 ,  'x':  1.47 ,  'y':  -1.25 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  52 ,  'x':  3.88 ,  'y':  0.56 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  53 ,  'x':  3.72 ,  'y':  -0.28 ,  'r':  0.2 ,  'type':  1} ,  {'idp':  54 ,  'x':  2.69 ,  'y':  0.82 ,  'r':  0.2 ,  'type':  1}]
