id,timestamp,circles
20000,1398776770.4155736,[{'idp': 140, 'x': 1.474, 'y': -2.125, 'r': 0.4, 'type': 1}]
20001,1398776770.4556096,[{'idp': 140, 'x': 1.481, 'y': -2.144, 'r': 0.4, 'type': 1}]
20002,1398776770.4625306,[{'idp': 140, 'x': 1.479, 'y': -2.167, 'r': 0.4, 'type': 1}]
20003,1398776770.4996445,[{'idp': 140, 'x': 1.5, 'y': -2.18, 'r': 0.4, 'type': 1}]
20004,1398776770.5396183,[{'idp': 140, 'x': 1.497, 'y': -2.198, 'r': 0.4, 'type': 1}]
20005,1398776770.5396466,[{'idp': 140, 'x': 1.491, 'y': -2.222, 'r': 0.4, 'type': 1}]
20006,1398776770.579626,[{'idp': 140, 'x': 1.503, 'y': -2.23, 'r': 0.4, 'type': 1}]
20007,1398776770.5857346,[{'idp': 140, 'x': 1.501, 'y': -2.254, 'r': 0.4, 'type': 1}]
20008,1398776770.6236007,[{'idp': 140, 'x': 1.513, 'y': -2.26, 'r': 0.4, 'type': 1}]
20009,1398776770.6636252,[{'idp': 140, 'x': 1.52, 'y': -2.279, 'r': 0.4, 'type': 1}]
20010,1398776770.6636548,[{'idp': 140, 'x': 1.529, 'y': -2.302, 'r': 0.4, 'type': 1}]
20011,1398776770.7036257,[{'idp': 140, 'x': 1.526, 'y': -2.347, 'r': 0.4, 'type': 1}]
20012,1398776770.7101414,[{'idp': 140, 'x': 1.523, 'y': -2.374, 'r': 0.4, 'type': 1}]
20013,1398776770.7476256,[{'idp': 140, 'x': 1.527, 'y': -2.4, 'r': 0.4, 'type': 1}]
20014,1398776770.7876105,[{'idp': 140, 'x': 1.532, 'y': -2.418, 'r': 0.4, 'type': 1}]
20015,1398776770.787641,[{'idp': 140, 'x': 1.538, 'y': -2.445, 'r': 0.4, 'type': 1}]
20016,1398776770.8275714,[{'idp': 140, 'x': 1.544, 'y': -2.466, 'r': 0.4, 'type': 1}]
20017,1398776770.8352954,[{'idp': 140, 'x': 1.547, 'y': -2.486, 'r': 0.4, 'type': 1}]
20018,1398776770.8716986,[{'idp': 140, 'x': 1.554, 'y': -2.51, 'r': 0.4, 'type': 1}]
20019,1398776770.9115572,[{'idp': 140, 'x': 1.551, 'y': -2.529, 'r': 0.4, 'type': 1}]
20020,1398776770.9115832,[{'idp': 140, 'x': 1.559, 'y': -2.554, 'r': 0.4, 'type': 1}]
20021,1398776770.951713,[{'idp': 140, 'x': 1.566, 'y': -2.578, 'r': 0.4, 'type': 1}]
20022,1398776770.9600735,[{'idp': 140, 'x': 1.568, 'y': -2.591, 'r': 0.4, 'type': 1}]
20023,1398776770.999656,[{'idp': 140, 'x': 1.584, 'y': -2.606, 'r': 0.4, 'type': 1}]
20024,1398776771.0395563,[{'idp': 140, 'x': 1.596, 'y': -2.612, 'r': 0.4, 'type': 1}]
20025,1398776771.0395863,[{'idp': 140, 'x': 1.601, 'y': -2.619, 'r': 0.4, 'type': 1}]
20026,1398776771.0795968,[{'idp': 140, 'x': 1.615, 'y': -2.63, 'r': 0.4, 'type': 1}]
20027,1398776771.0844598,[{'idp': 140, 'x': 1.622, 'y': -2.641, 'r': 0.4, 'type': 1}]
20028,1398776771.1236153,[{'idp': 140, 'x': 1.626, 'y': -2.648, 'r': 0.4, 'type': 1}]
20029,1398776771.1635952,[{'idp': 140, 'x': 1.635, 'y': -2.662, 'r': 0.4, 'type': 1}]
20030,1398776771.1636252,[{'idp': 140, 'x': 1.649, 'y': -2.686, 'r': 0.4, 'type': 1}]
20031,1398776771.2036445,[{'idp': 140, 'x': 1.667, 'y': -2.727, 'r': 0.4, 'type': 1}]
20032,1398776771.2086537,[{'idp': 140, 'x': 1.686, 'y': -2.772, 'r': 0.4, 'type': 1}]
20033,1398776771.247631,[{'idp': 140, 'x': 1.712, 'y': -2.816, 'r': 0.4, 'type': 1}, {'idp': 141, 'x': 2.484, 'y': -5.908, 'r': 0.4, 'type': 1}]
25227,1398776900.8956258,[{'idp': 173, 'x': 7.728, 'y': -4.461, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.592, 'y': -4.528, 'r': 0.4, 'type': 2}]
25228,1398776900.9032829,[{'idp': 173, 'x': 7.719, 'y': -4.411, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.611, 'y': -4.479, 'r': 0.4, 'type': 2}]
25229,1398776900.9395626,[{'idp': 173, 'x': 7.688, 'y': -4.371, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.63, 'y': -4.404, 'r': 0.4, 'type': 2}]
25230,1398776900.9795566,[{'idp': 173, 'x': 7.631, 'y': -4.317, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.615, 'y': -4.33, 'r': 0.4, 'type': 2}]
25231,1398776900.9795852,[{'idp': 173, 'x': 7.629, 'y': -4.294, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.62, 'y': -4.311, 'r': 0.4, 'type': 2}]
25232,1398776901.019604,[{'idp': 173, 'x': 7.649, 'y': -4.305, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.645, 'y': -4.281, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 0.939, 'y': -2.944, 'r': 0.2, 'type': 1}]
25233,1398776901.0288038,[{'idp': 173, 'x': 7.609, 'y': -4.326, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.664, 'y': -4.276, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 0.876, 'y': -2.874, 'r': 0.2, 'type': 1}]
25234,1398776901.067589,[{'idp': 173, 'x': 7.593, 'y': -4.339, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.656, 'y': -4.292, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 0.861, 'y': -2.775, 'r': 0.2, 'type': 1}]
25235,1398776901.107611,[{'idp': 173, 'x': 7.563, 'y': -4.345, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.651, 'y': -4.255, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 0.876, 'y': -2.778, 'r': 0.2, 'type': 1}]
25236,1398776901.1076405,[{'idp': 173, 'x': 7.545, 'y': -4.312, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.671, 'y': -4.186, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 0.89, 'y': -2.782, 'r': 0.2, 'type': 1}]
25237,1398776901.1475873,[{'idp': 173, 'x': 7.572, 'y': -4.241, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.685, 'y': -4.107, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 0.92, 'y': -2.748, 'r': 0.2, 'type': 1}]
25238,1398776901.154197,[{'idp': 173, 'x': 7.595, 'y': -4.167, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.691, 'y': -4.024, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 0.951, 'y': -2.762, 'r': 0.2, 'type': 1}]
25239,1398776901.1915708,[{'idp': 173, 'x': 7.615, 'y': -4.092, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.724, 'y': -3.935, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 0.966, 'y': -2.767, 'r': 0.2, 'type': 1}]
25240,1398776901.2316086,[{'idp': 173, 'x': 7.647, 'y': -4.066, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.745, 'y': -3.904, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 0.98, 'y': -2.767, 'r': 0.2, 'type': 1}]
25241,1398776901.2316382,[{'idp': 173, 'x': 7.675, 'y': -4.081, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.743, 'y': -3.903, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 0.973, 'y': -2.767, 'r': 0.2, 'type': 1}]
25242,1398776901.271659,[{'idp': 173, 'x': 7.699, 'y': -4.073, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.755, 'y': -3.91, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 0.948, 'y': -2.752, 'r': 0.2, 'type': 1}]
25243,1398776901.2789993,[{'idp': 173, 'x': 7.639, 'y': -4.041, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.695, 'y': -3.921, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 0.928, 'y': -2.776, 'r': 0.2, 'type': 1}]
25244,1398776901.3156242,[{'idp': 173, 'x': 7.615, 'y': -4.027, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.655, 'y': -3.963, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 0.934, 'y': -2.792, 'r': 0.2, 'type': 1}]
25245,1398776901.3556097,[{'idp': 173, 'x': 7.593, 'y': -4.037, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.657, 'y': -3.979, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 0.958, 'y': -2.781, 'r': 0.2, 'type': 1}]
25246,1398776901.3556442,[{'idp': 173, 'x': 7.625, 'y': -4.033, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.631, 'y': -4.028, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 0.991, 'y': -2.759, 'r': 0.2, 'type': 1}]
25247,1398776901.39559,[{'idp': 173, 'x': 7.655, 'y': -4.05, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.63, 'y': -4.036, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.043, 'y': -2.77, 'r': 0.2, 'type': 1}]
25248,1398776901.404185,[{'idp': 173, 'x': 7.678, 'y': -4.061, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.693, 'y': -3.984, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.078, 'y': -2.755, 'r': 0.2, 'type': 1}]
25249,1398776901.443576,[{'idp': 173, 'x': 7.714, 'y': -3.994, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.696, 'y': -3.922, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.096, 'y': -2.763, 'r': 0.2, 'type': 1}]
25250,1398776901.4836032,[{'idp': 173, 'x': 7.714, 'y': -3.994, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.561, 'y': -3.777, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.095, 'y': -2.779, 'r': 0.2, 'type': 1}]
25251,1398776901.483635,[{'idp': 173, 'x': 7.714, 'y': -3.994, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.562, 'y': -3.76, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.118, 'y': -2.785, 'r': 0.2, 'type': 1}]
25252,1398776901.5235746,[{'idp': 173, 'x': 7.714, 'y': -3.994, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.557, 'y': -3.734, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.141, 'y': -2.788, 'r': 0.2, 'type': 1}]
25253,1398776901.5294068,[{'idp': 173, 'x': 7.714, 'y': -3.994, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.582, 'y': -3.693, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.167, 'y': -2.784, 'r': 0.2, 'type': 1}]
25254,1398776901.5675821,[{'idp': 173, 'x': 7.72, 'y': -3.956, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.716, 'y': -3.832, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.222, 'y': -2.809, 'r': 0.2, 'type': 1}]
25255,1398776901.607603,[{'idp': 173, 'x': 7.694, 'y': -3.857, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.699, 'y': -3.734, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.269, 'y': -2.817, 'r': 0.2, 'type': 1}]
25256,1398776901.6076336,[{'idp': 173, 'x': 7.64, 'y': -3.746, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.717, 'y': -3.598, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.339, 'y': -2.822, 'r': 0.2, 'type': 1}]
25257,1398776901.6476378,[{'idp': 173, 'x': 7.661, 'y': -3.675, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.795, 'y': -3.511, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.394, 'y': -2.827, 'r': 0.2, 'type': 1}]
25258,1398776901.654995,[{'idp': 173, 'x': 7.717, 'y': -3.578, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.823, 'y': -3.401, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.447, 'y': -2.855, 'r': 0.2, 'type': 1}]
25259,1398776901.6915607,[{'idp': 173, 'x': 7.71, 'y': -3.513, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.802, 'y': -3.332, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.496, 'y': -2.89, 'r': 0.2, 'type': 1}]
25260,1398776901.7316096,[{'idp': 173, 'x': 7.713, 'y': -3.454, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.797, 'y': -3.27, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.525, 'y': -2.883, 'r': 0.2, 'type': 1}]
25261,1398776901.731634,[{'idp': 173, 'x': 7.739, 'y': -3.405, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.834, 'y': -3.225, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.572, 'y': -2.879, 'r': 0.2, 'type': 1}]
25262,1398776901.7715437,[{'idp': 173, 'x': 7.75, 'y': -3.349, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.836, 'y': -3.166, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.625, 'y': -2.887, 'r': 0.2, 'type': 1}]
25263,1398776901.7800848,[{'idp': 173, 'x': 7.954, 'y': -2.777, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.871, 'y': -3.445, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.662, 'y': -2.893, 'r': 0.2, 'type': 1}]
25264,1398776901.819553,[{'idp': 173, 'x': 7.974, 'y': -2.784, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.797, 'y': -3.309, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.651, 'y': -2.903, 'r': 0.2, 'type': 1}]
25265,1398776901.8596303,[{'idp': 173, 'x': 7.939, 'y': -2.772, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.818, 'y': -3.239, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.68, 'y': -2.911, 'r': 0.2, 'type': 1}]
25266,1398776901.8596714,[{'idp': 173, 'x': 7.946, 'y': -2.775, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.845, 'y': -3.17, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.716, 'y': -2.899, 'r': 0.2, 'type': 1}]
25267,1398776901.899599,[{'idp': 173, 'x': 8.33, 'y': -2.192, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.787, 'y': -2.985, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.76, 'y': -2.901, 'r': 0.2, 'type': 1}]
25268,1398776901.9055486,[{'idp': 173, 'x': 8.258, 'y': -2.174, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.868, 'y': -2.981, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.784, 'y': -2.869, 'r': 0.2, 'type': 1}]
25269,1398776901.9435596,[{'idp': 173, 'x': 8.202, 'y': -2.178, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.887, 'y': -3.047, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.822, 'y': -2.86, 'r': 0.2, 'type': 1}]
25270,1398776901.983642,[{'idp': 173, 'x': 8.167, 'y': -2.188, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.876, 'y': -3.081, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.829, 'y': -2.885, 'r': 0.2, 'type': 1}]
25271,1398776901.983676,[{'idp': 173, 'x': 8.161, 'y': -2.237, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.851, 'y': -3.151, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.825, 'y': -2.907, 'r': 0.2, 'type': 1}]
25272,1398776902.0236099,[{'idp': 173, 'x': 8.134, 'y': -2.275, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.841, 'y': -3.14, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.835, 'y': -2.922, 'r': 0.2, 'type': 1}]
25273,1398776902.0309463,[{'idp': 173, 'x': 8.093, 'y': -2.32, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.811, 'y': -3.174, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.837, 'y': -2.912, 'r': 0.2, 'type': 1}]
25274,1398776902.0675454,[{'idp': 173, 'x': 8.021, 'y': -2.338, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.785, 'y': -3.223, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.84, 'y': -2.903, 'r': 0.2, 'type': 1}]
25275,1398776902.1075766,[{'idp': 173, 'x': 7.956, 'y': -2.357, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.743, 'y': -3.266, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.845, 'y': -2.896, 'r': 0.2, 'type': 1}]
25276,1398776902.107607,[{'idp': 173, 'x': 7.986, 'y': -2.422, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.768, 'y': -3.217, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.846, 'y': -2.884, 'r': 0.2, 'type': 1}]
25277,1398776902.1476011,[{'idp': 173, 'x': 7.992, 'y': -2.443, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.771, 'y': -3.139, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.85, 'y': -2.89, 'r': 0.2, 'type': 1}]
25278,1398776902.1559803,[{'idp': 173, 'x': 7.99, 'y': -2.462, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.739, 'y': -3.068, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.858, 'y': -2.902, 'r': 0.2, 'type': 1}]
25279,1398776902.1955483,[{'idp': 173, 'x': 7.962, 'y': -2.511, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.745, 'y': -3.051, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.855, 'y': -2.899, 'r': 0.2, 'type': 1}]
25280,1398776902.2355978,[{'idp': 173, 'x': 7.9, 'y': -2.548, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.733, 'y': -3.027, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.847, 'y': -2.898, 'r': 0.2, 'type': 1}]
25281,1398776902.2356882,[{'idp': 173, 'x': 7.926, 'y': -2.595, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.738, 'y': -3.028, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.838, 'y': -2.913, 'r': 0.2, 'type': 1}]
25282,1398776902.2756815,[{'idp': 173, 'x': 7.929, 'y': -2.653, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.742, 'y': -3.03, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.824, 'y': -2.905, 'r': 0.2, 'type': 1}]
25283,1398776902.2812507,[{'idp': 173, 'x': 7.883, 'y': -2.657, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.732, 'y': -3.026, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.828, 'y': -2.911, 'r': 0.2, 'type': 1}]
25284,1398776902.3196063,[{'idp': 173, 'x': 7.857, 'y': -2.667, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.76, 'y': -3.038, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.816, 'y': -2.921, 'r': 0.2, 'type': 1}]
25285,1398776902.3595867,[{'idp': 173, 'x': 7.851, 'y': -2.685, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.776, 'y': -3.015, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.805, 'y': -2.916, 'r': 0.2, 'type': 1}]
25286,1398776902.3596206,[{'idp': 173, 'x': 7.827, 'y': -2.696, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.798, 'y': -3.011, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.802, 'y': -2.926, 'r': 0.2, 'type': 1}]
25287,1398776902.3995943,[{'idp': 173, 'x': 7.825, 'y': -2.714, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.8, 'y': -2.976, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.797, 'y': -2.933, 'r': 0.2, 'type': 1}]
25288,1398776902.4061499,[{'idp': 173, 'x': 7.807, 'y': -2.727, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.761, 'y': -2.962, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.799, 'y': -2.922, 'r': 0.2, 'type': 1}]
25289,1398776902.4435515,[{'idp': 173, 'x': 7.815, 'y': -2.749, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.73, 'y': -2.948, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.8, 'y': -2.924, 'r': 0.2, 'type': 1}]
25290,1398776902.4836743,[{'idp': 173, 'x': 7.801, 'y': -2.744, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.702, 'y': -2.937, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.805, 'y': -2.932, 'r': 0.2, 'type': 1}]
25291,1398776902.4837062,[{'idp': 173, 'x': 7.79, 'y': -2.759, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.687, 'y': -2.932, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.805, 'y': -2.932, 'r': 0.2, 'type': 1}]
25292,1398776902.523592,[{'idp': 173, 'x': 7.779, 'y': -2.755, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.678, 'y': -2.927, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.797, 'y': -2.919, 'r': 0.2, 'type': 1}]
25293,1398776902.531823,[{'idp': 173, 'x': 7.77, 'y': -2.752, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.667, 'y': -2.923, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.79, 'y': -2.92, 'r': 0.2, 'type': 1}]
25294,1398776902.571597,[{'idp': 173, 'x': 7.731, 'y': -2.782, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.63, 'y': -2.973, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.788, 'y': -2.918, 'r': 0.2, 'type': 1}]
25295,1398776902.6116142,[{'idp': 173, 'x': 7.743, 'y': -2.806, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.624, 'y': -2.997, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.786, 'y': -2.915, 'r': 0.2, 'type': 1}]
25296,1398776902.6116436,[{'idp': 173, 'x': 7.705, 'y': -2.824, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.37, 'y': -3.779, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.792, 'y': -2.939, 'r': 0.2, 'type': 1}]
25297,1398776902.6516588,[{'idp': 173, 'x': 7.679, 'y': -2.853, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.391, 'y': -3.624, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.77, 'y': -2.917, 'r': 0.2, 'type': 1}]
25298,1398776902.6572378,[{'idp': 173, 'x': 7.639, 'y': -2.876, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.411, 'y': -3.595, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.77, 'y': -2.931, 'r': 0.2, 'type': 1}]
25299,1398776902.6956232,[{'idp': 173, 'x': 7.587, 'y': -2.913, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.398, 'y': -3.616, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.765, 'y': -2.938, 'r': 0.2, 'type': 1}]
25300,1398776902.7356656,[{'idp': 173, 'x': 7.58, 'y': -2.891, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.367, 'y': -3.712, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.779, 'y': -2.947, 'r': 0.2, 'type': 1}]
25301,1398776902.7356968,[{'idp': 173, 'x': 7.576, 'y': -2.851, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.348, 'y': -3.743, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.793, 'y': -2.955, 'r': 0.2, 'type': 1}]
25302,1398776902.7756145,[{'idp': 173, 'x': 7.568, 'y': -2.867, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.285, 'y': -3.812, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.804, 'y': -2.957, 'r': 0.2, 'type': 1}]
25303,1398776902.7819035,[{'idp': 173, 'x': 7.542, 'y': -2.895, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.28, 'y': -3.87, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.79, 'y': -2.965, 'r': 0.2, 'type': 1}]
25304,1398776902.8196278,[{'idp': 173, 'x': 7.553, 'y': -2.937, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.249, 'y': -3.915, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.801, 'y': -2.982, 'r': 0.2, 'type': 1}]
25305,1398776902.859614,[{'idp': 173, 'x': 7.517, 'y': -2.961, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.201, 'y': -3.95, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.802, 'y': -2.999, 'r': 0.2, 'type': 1}]
25306,1398776902.859637,[{'idp': 173, 'x': 7.501, 'y': -2.974, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.191, 'y': -3.986, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.809, 'y': -2.996, 'r': 0.2, 'type': 1}]
25307,1398776902.8995867,[{'idp': 173, 'x': 7.483, 'y': -2.986, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.168, 'y': -3.994, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.805, 'y': -2.989, 'r': 0.2, 'type': 1}]
25308,1398776902.9072976,[{'idp': 173, 'x': 7.475, 'y': -3.058, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.187, 'y': -3.983, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.807, 'y': -3.008, 'r': 0.2, 'type': 1}]
25309,1398776902.9435978,[{'idp': 173, 'x': 7.44, 'y': -3.119, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.171, 'y': -3.994, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.799, 'y': -3.008, 'r': 0.2, 'type': 1}]
25310,1398776902.9835584,[{'idp': 173, 'x': 7.469, 'y': -3.151, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.212, 'y': -3.935, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.804, 'y': -3.002, 'r': 0.2, 'type': 1}]
25311,1398776902.9835894,[{'idp': 173, 'x': 7.461, 'y': -3.166, 'r': 0.2, 'type': 1}, {'idp': 174, 'x': 7.208, 'y': -3.893, 'r': 0.4, 'type': 2}, {'idp': 175, 'x': 1.84, 'y': -3.017, 'r': 0.2, 'type': 1}]
