id,timestamp,circles
40001,1398855619.8542423,[{'idp': 1, 'x': 3.291666666666666, 'y': -3.1666666666666665, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.5, 'y': -2.833333333333333, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.875000000000001, 'y': 1.8333333333333335, 'r': 0.3999999999999999, 'type': 1}]
40002,1398855619.8937583,[{'idp': 1, 'x': 3.2848030152519136, 'y': -3.0878009322506283, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.544267168049473, 'y': -2.826388367165684, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.8693119504280906, 'y': 1.8717056524061615, 'r': 0.3999999999999999, 'type': 1}]
40003,1398855619.933768,[{'idp': 1, 'x': 3.2784538679042097, 'y': -3.0684623968643443, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.5598761336619855, 'y': -2.7890418784829007, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.846735513980352, 'y': 1.875046245078218, 'r': 0.3999999999999999, 'type': 1}]
40004,1398855619.933799,[{'idp': 1, 'x': 3.2749186523195184, 'y': -3.0517335382954967, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.565704407522427, 'y': -2.731367357309429, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.8168752325774715, 'y': 1.899545122644135, 'r': 0.3999999999999999, 'type': 1}]
40005,1398855619.973796,[{'idp': 1, 'x': 3.265536022155966, 'y': -3.0301138093439506, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.580684038860831, 'y': -2.6932648426445125, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.7823730694364257, 'y': 1.9209105134813176, 'r': 0.3999999999999999, 'type': 1}]
40006,1398855619.978416,[{'idp': 1, 'x': 3.257898407687525, 'y': -3.009804604754761, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.581335235870776, 'y': -2.6338629814302097, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.7607875713292107, 'y': 1.9419831236916374, 'r': 0.3999999999999999, 'type': 1}]
40007,1398855620.017725,[{'idp': 1, 'x': 3.2511406849675795, 'y': -2.990710176867143, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.5895879582527215, 'y': -2.5933138926750807, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.733540585504124, 'y': 1.9491014349818392, 'r': 0.3999999999999999, 'type': 1}]
40008,1398855620.0578058,[{'idp': 1, 'x': 3.2351215244642684, 'y': -2.9769830802472317, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.59624545825182, 'y': -2.5518274782102415, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.709427032988232, 'y': 1.9589057676485666, 'r': 0.3999999999999999, 'type': 1}]
40009,1398855620.0578384,[{'idp': 1, 'x': 3.2131521174419797, 'y': -2.9708784315517924, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.606338690471551, 'y': -2.5271453530109502, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.6856081995626324, 'y': 1.9773741430996727, 'r': 0.3999999999999999, 'type': 1}]
40010,1398855620.0977566,[{'idp': 1, 'x': 3.211072101602519, 'y': -2.9696486961128565, 'r': 0.3999999999999999, 'type': 1}, {'idp': 2, 'x': 5.6071031717317315, 'y': -2.4686936970704743, 'r': 0.3999999999999999, 'type': 1}, {'idp': 3, 'x': 2.6540234711425215, 'y': 1.990168763634217, 'r': 0.3999999999999999, 'type': 1}, {'idp': 4, 'x': 2.6249999999999996, 'y': 0.8333333333333326, 'r': 0.3999999999999999, 'type': 1}]
51136,1398855898.4497123,[{'idp': 299, 'x': 2.76284592879503, 'y': 0.18726714980096926, 'r': 0.3999999999999999, 'type': 1}, {'idp': 300, 'x': 1.3294876063218997, 'y': 1.0377719476583591, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.1538400591881515, 'y': -0.18840688324149313, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.30933855734005977, 'y': 0.5839791275560469, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.3201873049970665, 'y': 0.5110017087585472, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.4147484130450185, 'y': -1.27774155697166, 'r': 0.3999999999999999, 'type': 1}]
51137,1398855898.4896774,[{'idp': 299, 'x': 2.7865344656743707, 'y': 0.2010870530913289, 'r': 0.3999999999999999, 'type': 1}, {'idp': 300, 'x': 1.3350396505687745, 'y': 1.041963700811992, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.1643219812759131, 'y': -0.1771567065996793, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.31035604428828467, 'y': 0.5780609087168287, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.2851545294265394, 'y': 0.5503954526126953, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.4306041761786328, 'y': -1.2700177498316911, 'r': 0.3999999999999999, 'type': 1}]
51138,1398855898.4897027,[{'idp': 299, 'x': 2.814375973140515, 'y': 0.20938473849789085, 'r': 0.3999999999999999, 'type': 1}, {'idp': 300, 'x': 1.336595367667437, 'y': 1.0430997805490483, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.1774441527028157, 'y': -0.16857297887880596, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.3119878077999272, 'y': 0.5746800990959211, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.303218604163667, 'y': 0.5533871303618931, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.4464237457031883, 'y': -1.2289413967569407, 'r': 0.3999999999999999, 'type': 1}]
51139,1398855898.5297086,[{'idp': 299, 'x': 2.8398476503453773, 'y': 0.20493694769531112, 'r': 0.3999999999999999, 'type': 1}, {'idp': 300, 'x': 1.3355910943407001, 'y': 1.0423890608778685, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.186322647737963, 'y': -0.1607592174021233, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.3136614693173012, 'y': 0.568046712226864, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.316023010171638, 'y': 0.5476056561918408, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.4611801240299118, 'y': -1.200673537225676, 'r': 0.3999999999999999, 'type': 1}]
51140,1398855898.5364826,[{'idp': 299, 'x': 2.8607230479992896, 'y': 0.21891340581547736, 'r': 0.3999999999999999, 'type': 1}, {'idp': 300, 'x': 1.3361759896032699, 'y': 1.0428382555579652, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.1979542208168126, 'y': -0.14532683134266589, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.31682327452819736, 'y': 0.5613856405580187, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.3360924874323183, 'y': 0.5506175824478032, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.475375294137641, 'y': -1.1914223357021536, 'r': 0.3999999999999999, 'type': 1}]
51141,1398855898.573773,[{'idp': 299, 'x': 2.8882077015367424, 'y': 0.22738724416944578, 'r': 0.3999999999999999, 'type': 1}, {'idp': 300, 'x': 1.3365779305793501, 'y': 1.0430743644365315, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.2065274425255845, 'y': -0.13559562246590828, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.31807541065075107, 'y': 0.551574939041608, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.3504661168382976, 'y': 0.5528492808886276, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.4970575745234984, 'y': -1.1908108862325961, 'r': 0.3999999999999999, 'type': 1}]
51142,1398855898.6137226,[{'idp': 299, 'x': 2.901732857090835, 'y': 0.23477983420925996, 'r': 0.3999999999999999, 'type': 1}, {'idp': 300, 'x': 1.3359798680657131, 'y': 1.0423581671521287, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.2103776325342497, 'y': -0.12198364197402611, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.3217404931734946, 'y': 0.540929367464118, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.3652922133477126, 'y': 0.5547964422686413, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.5185889815594491, 'y': -1.1904527714867152, 'r': 0.3999999999999999, 'type': 1}]
51143,1398855898.6137428,[{'idp': 299, 'x': 2.925598538486218, 'y': 0.2302873644909953, 'r': 0.3999999999999999, 'type': 1}, {'idp': 300, 'x': 1.3382725999531653, 'y': 1.043831594173521, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.2170230749919275, 'y': -0.11417278117348273, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.3237697364571579, 'y': 0.52784098645561, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.3781989644428134, 'y': 0.5567121247141715, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.544437824606232, 'y': -1.1827625074188852, 'r': 0.3999999999999999, 'type': 1}]
51144,1398855898.653817,[{'idp': 299, 'x': 2.925433498598262, 'y': 0.2366922255095849, 'r': 0.3999999999999999, 'type': 1}, {'idp': 300, 'x': 1.3306383209584238, 'y': 1.0430511270635345, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.2213378081169868, 'y': -0.10050971562594824, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.32163987696516294, 'y': 0.5151448781497647, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.387559118764183, 'y': 0.5580139656913152, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.5549041166713264, 'y': -1.150384084731474, 'r': 0.3999999999999999, 'type': 1}]
51145,1398855898.6608481,[{'idp': 300, 'x': 1.327730465237995, 'y': 1.0406644490339745, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.2357608483904614, 'y': -0.09073949452405916, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.31665204731621044, 'y': 0.4996787392361357, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.407067905139185, 'y': 0.5610421950737932, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.5472660134589824, 'y': -1.1243848676277368, 'r': 0.3999999999999999, 'type': 1}]
51146,1398855898.6977348,[{'idp': 300, 'x': 1.3309578827943946, 'y': 1.0429483506815318, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.2411792958964107, 'y': -0.080141302291723, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.3108754441178041, 'y': 0.4860044918954176, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.4198674011965258, 'y': 0.5629817265685566, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.5302168236124194, 'y': -1.0966607208005963, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.5, 'y': 0.7916666666666661, 'r': 0.3999999999999999, 'type': 1}]
51147,1398855898.7377002,[{'idp': 300, 'x': 1.334066491275696, 'y': 1.0451081875665724, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.251724270693415, 'y': -0.07299080946806757, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.303954285637027, 'y': 0.4642407864561382, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.4273690391613676, 'y': 0.5638856568766282, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.5386701261386584, 'y': -1.0845885335800087, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.5727012485069034, 'y': 0.8202397908116077, 'r': 0.3999999999999999, 'type': 1}]
51148,1398855898.7377312,[{'idp': 300, 'x': 1.3366087408455662, 'y': 1.0471142781245146, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.2579705722132783, 'y': -0.06266439873375496, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.3004232167670917, 'y': 0.45107708314853223, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.436015890068105, 'y': 0.5649077994263396, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.561035807873016, 'y': -1.0864462117495688, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.556665346524518, 'y': 0.8092822382476239, 'r': 0.3999999999999999, 'type': 1}]
51149,1398855898.7777655,[{'idp': 300, 'x': 1.3352746084897582, 'y': 1.0457701389175988, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.2652450200697296, 'y': -0.058072378158253724, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.29182648741498785, 'y': 0.43753070401939986, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.45256340059392, 'y': 0.5674710017897411, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.5908514991811464, 'y': -1.1019740839235093, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.551963978045362, 'y': 0.7895874127400759, 'r': 0.3999999999999999, 'type': 1}]
51150,1398855898.7860587,[{'idp': 300, 'x': 1.3315941444931556, 'y': 1.0429148320129933, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.2733160851029335, 'y': -0.05030315967483823, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.2933581361298532, 'y': 0.4257962946062732, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.4587946994406815, 'y': 0.5683870411268166, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.6161370621802198, 'y': -1.1142740453981548, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.528146522008863, 'y': 0.776796112694873, 'r': 0.3999999999999999, 'type': 1}]
51151,1398855898.8257258,[{'idp': 300, 'x': 1.339081846496355, 'y': 1.0533846494039323, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.2817604284330164, 'y': -0.04231998405262338, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.30322330124610497, 'y': 0.41632030977134526, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.465189491936922, 'y': 0.5772191735095489, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.6353651536297811, 'y': -1.1125255426852176, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.5061951031113305, 'y': 0.77686772226365, 'r': 0.3999999999999999, 'type': 1}]
51152,1398855898.8657591,[{'idp': 300, 'x': 1.3306368683455472, 'y': 1.0206823573085266, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.2876215849970474, 'y': -0.03697568742713986, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.31201343076339594, 'y': 0.4071500865671318, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.472008952890153, 'y': 0.5782427878274632, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.6535982499151283, 'y': -1.1147873679480569, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.4789625925836156, 'y': 0.7690906299827449, 'r': 0.3999999999999999, 'type': 1}]
51153,1398855898.865793,[{'idp': 300, 'x': 1.3698889128759073, 'y': 1.0107907107916758, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.2986125039001672, 'y': -0.03499445426856096, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.32832670373981854, 'y': 0.41717319064857206, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.477305065403098, 'y': 0.5790976231116662, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.6700559736765799, 'y': -1.1145667286662264, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.4627688523608193, 'y': 0.758049025933234, 'r': 0.3999999999999999, 'type': 1}]
51154,1398855898.9057596,[{'idp': 300, 'x': 1.395555937961559, 'y': 0.9897733040045331, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.3067918055659034, 'y': -0.03235473328313532, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.34259512944295745, 'y': 0.4277495510656615, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.496385741561594, 'y': 0.5743978199767508, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.68924570793649, 'y': -1.1118823716855841, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.444120051029157, 'y': 0.7470128808744669, 'r': 0.3999999999999999, 'type': 1}]
51155,1398855898.9111612,[{'idp': 300, 'x': 1.4475620161279124, 'y': 0.9862817248255462, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.31336897518201, 'y': -0.027225895492370977, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.3536938519117694, 'y': 0.4291010553665653, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.523938079332054, 'y': 0.5626243030678824, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.7075134946477046, 'y': -1.1083277782057743, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.428994290279858, 'y': 0.736730597193298, 'r': 0.3999999999999999, 'type': 1}]
51156,1398855898.949857,[{'idp': 300, 'x': 1.454911128378864, 'y': 0.9854310400584398, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.3201592859085376, 'y': -0.02739169660628371, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.3589693834676555, 'y': 0.42707290098362494, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.519283238790898, 'y': 0.5699501070723478, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.7133616979140567, 'y': -1.0910513117943899, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.4094363426378895, 'y': 0.7320547512705544, 'r': 0.3999999999999999, 'type': 1}]
51157,1398855898.9896607,[{'idp': 300, 'x': 1.4490767448874786, 'y': 0.956940777640165, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.328050201524038, 'y': -0.02179066896399795, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.36710806866226964, 'y': 0.42744417206899366, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.5166763547442947, 'y': 0.5776554466571837, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.7315307692675699, 'y': -1.0872572281369786, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.3935778135655728, 'y': 0.7278599541747832, 'r': 0.3999999999999999, 'type': 1}]
51158,1398855898.9896808,[{'idp': 300, 'x': 1.4356594984920257, 'y': 0.9394702911360686, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.3338745593757895, 'y': -0.018985974940065597, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.371042418823182, 'y': 0.4241623333163469, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.5261901276902874, 'y': 0.5790116105197374, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.751502065255385, 'y': -1.0801356035675602, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.37621455152913, 'y': 0.7176168761480928, 'r': 0.3999999999999999, 'type': 1}]
51159,1398855899.029778,[{'idp': 300, 'x': 1.4510736731080365, 'y': 0.9402849135758018, 'r': 0.3999999999999999, 'type': 1}, {'idp': 301, 'x': 1.3355582162486646, 'y': -0.013165863919401, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.3690590006376704, 'y': 0.41626560977035654, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.537585209777836, 'y': 0.5809118614798825, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.7745393187038663, 'y': -1.083202081826955, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.3602760491734065, 'y': 0.7132174676148617, 'r': 0.3999999999999999, 'type': 1}]
51160,1398855899.0355132,[{'idp': 301, 'x': 1.3479668497166242, 'y': -0.010310776019659684, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.3678474663157072, 'y': 0.3990687831074058, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.5442969876954677, 'y': 0.5821967148723584, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.7996484154013039, 'y': -1.0712703893349385, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.343704018369084, 'y': 0.7020240538476319, 'r': 0.3999999999999999, 'type': 1}]
51161,1398855899.0737748,[{'idp': 301, 'x': 1.357697541757552, 'y': -0.007638989824365616, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.3697105486662, 'y': 0.39489169056582396, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.567113700753759, 'y': 0.5773887580127002, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.8141666496781874, 'y': -1.0481286416467572, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.3338412849497048, 'y': 0.7000770840124448, 'r': 0.3999999999999999, 'type': 1}]
51162,1398855899.1137643,[{'idp': 301, 'x': 1.3631763646081985, 'y': -0.0045740249053050075, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.3705990362706757, 'y': 0.3895456510446249, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.574877753674295, 'y': 0.5788214031940209, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.8317353543529404, 'y': -1.0324467857737818, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.3175730061692756, 'y': 0.6891410235490292, 'r': 0.3999999999999999, 'type': 1}]
51163,1398855899.1137884,[{'idp': 301, 'x': 1.3666905275102614, 'y': -0.001415480644179068, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.3702363859364288, 'y': 0.3846424945482907, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.5833783166339295, 'y': 0.5803109581315091, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.8342135991806332, 'y': -1.0122556940439786, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.3044233814750004, 'y': 0.6804124036233494, 'r': 0.3999999999999999, 'type': 1}]
51164,1398855899.1537526,[{'idp': 301, 'x': 1.3814866453526742, 'y': -0.0018378500970817058, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.36875956255001174, 'y': 0.37802108178036864, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.6093573452381045, 'y': 0.5839113825997178, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.8401182619644554, 'y': -0.9955050592726089, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.284148008319984, 'y': 0.6685060980635948, 'r': 0.3999999999999999, 'type': 1}]
51165,1398855899.1609366,[{'idp': 301, 'x': 1.3818673981865093, 'y': 0.004850128812643462, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.3673935009639573, 'y': 0.36928990536388984, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.611355860494203, 'y': 0.5843894614589873, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.8358954289491427, 'y': -0.9618026966208104, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.2708577183733847, 'y': 0.665255974215222, 'r': 0.3999999999999999, 'type': 1}]
51166,1398855899.1977012,[{'idp': 301, 'x': 1.39299107483573, 'y': 0.0016833071054067617, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.36557219315924927, 'y': 0.35814205904099783, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.5982151094436676, 'y': 0.599360366126287, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.8512429547729616, 'y': -0.9505287345477464, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.2582230633582134, 'y': 0.6613718597067653, 'r': 0.3999999999999999, 'type': 1}]
51167,1398855899.237718,[{'idp': 301, 'x': 1.3934168359397425, 'y': 0.004857040144388147, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.364643819167918, 'y': 0.3539653674040344, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.6056304216970325, 'y': 0.6006624890851775, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.8697718266797816, 'y': -0.9422805941751455, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.242530589977254, 'y': 0.6509209692125384, 'r': 0.3999999999999999, 'type': 1}]
51168,1398855899.2377398,[{'idp': 301, 'x': 1.407874382607901, 'y': 0.005033229284483465, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.3567201269939613, 'y': 0.3207286197192505, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.6388314496631025, 'y': 0.589755486561403, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.9038360064166451, 'y': -0.9453798597601792, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.238316834033778, 'y': 0.6425754108331083, 'r': 0.3999999999999999, 'type': 1}]
51169,1398855899.277741,[{'idp': 301, 'x': 1.422958361133737, 'y': 0.004722743220981762, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.35615025799539124, 'y': 0.3209413049814924, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.646799649752819, 'y': 0.5990546303747912, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.8910591850760952, 'y': -0.9181675457559502, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.216926879261134, 'y': 0.6422950035327712, 'r': 0.3999999999999999, 'type': 1}]
51170,1398855899.2864277,[{'idp': 301, 'x': 1.4459977909754418, 'y': 0.001324960852977508, 'r': 0.3999999999999999, 'type': 1}, {'idp': 302, 'x': 0.3567127118786373, 'y': 0.3170013347770628, 'r': 0.3999999999999999, 'type': 1}, {'idp': 303, 'x': 3.6447717359504783, 'y': 0.6074602270929508, 'r': 0.3999999999999999, 'type': 1}, {'idp': 304, 'x': 0.9045700808731749, 'y': -0.8958982071126809, 'r': 0.3999999999999999, 'type': 1}, {'idp': 305, 'x': 2.2057160705593937, 'y': 0.6384896519625549, 'r': 0.3999999999999999, 'type': 1}]
