id,timestamp,circles
52730,1398782902.676256,[]
52731,1398782902.676287,[]
52732,1398782902.7163014,[]
52733,1398782902.72125,[]
52734,1398782902.7602718,[{'idp':  196 ,  'x':  6.35 ,  'y':  -1.79 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  197 ,  'x':  4.9 ,  'y':  -0.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  198 ,  'x':  6.35 ,  'y':  -3.04 ,  'r':  0.4 ,  'type':  1}]
60043,1398783085.0762477,[{'idp':  247 ,  'x':  3.45 ,  'y':  1.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.31 ,  'y':  0.75 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.11 ,  'y':  0.02 ,  'r':  0.4 ,  'type':  1}]
60044,1398783085.1162934,[{'idp':  247 ,  'x':  3.46 ,  'y':  1.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.33 ,  'y':  0.76 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.12 ,  'y':  0.01 ,  'r':  0.4 ,  'type':  1}]
60045,1398783085.1163268,[{'idp':  247 ,  'x':  3.48 ,  'y':  1.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.33 ,  'y':  0.77 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.13 ,  'y':  0.02 ,  'r':  0.4 ,  'type':  1}]
60046,1398783085.1562276,[{'idp':  247 ,  'x':  3.49 ,  'y':  1.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.33 ,  'y':  0.77 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.12 ,  'y':  0.02 ,  'r':  0.4 ,  'type':  1}]
60047,1398783085.1647875,[{'idp':  247 ,  'x':  3.51 ,  'y':  1.44 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.33 ,  'y':  0.76 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.13 ,  'y':  0.01 ,  'r':  0.4 ,  'type':  1}]
60048,1398783085.2042644,[{'idp':  247 ,  'x':  3.53 ,  'y':  1.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.34 ,  'y':  0.74 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.12 ,  'y':  -0.01 ,  'r':  0.4 ,  'type':  1}]
60049,1398783085.2442126,[{'idp':  247 ,  'x':  3.54 ,  'y':  1.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.33 ,  'y':  0.72 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.12 ,  'y':  -0.03 ,  'r':  0.4 ,  'type':  1}]
60050,1398783085.2442367,[{'idp':  247 ,  'x':  3.54 ,  'y':  1.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.33 ,  'y':  0.7 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.1 ,  'y':  -0.02 ,  'r':  0.4 ,  'type':  1}]
60051,1398783085.2842386,[{'idp':  247 ,  'x':  3.55 ,  'y':  1.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.33 ,  'y':  0.72 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.08 ,  'y':  -0.03 ,  'r':  0.4 ,  'type':  1}]
60052,1398783085.28986,[{'idp':  247 ,  'x':  3.56 ,  'y':  1.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.34 ,  'y':  0.72 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.11 ,  'y':  -0.01 ,  'r':  0.4 ,  'type':  1}]
60053,1398783085.3282804,[{'idp':  247 ,  'x':  3.57 ,  'y':  1.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.33 ,  'y':  0.72 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.08 ,  'y':  -0.03 ,  'r':  0.4 ,  'type':  1}]
60054,1398783085.3681808,[{'idp':  247 ,  'x':  3.57 ,  'y':  1.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.33 ,  'y':  0.7 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.1 ,  'y':  -0.04 ,  'r':  0.4 ,  'type':  1}]
60055,1398783085.3682184,[{'idp':  247 ,  'x':  3.59 ,  'y':  1.39 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.33 ,  'y':  0.69 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.08 ,  'y':  -0.07 ,  'r':  0.4 ,  'type':  1}]
60056,1398783085.4082475,[{'idp':  247 ,  'x':  3.59 ,  'y':  1.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.34 ,  'y':  0.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.13 ,  'y':  -0.04 ,  'r':  0.4 ,  'type':  1}]
60057,1398783085.4152403,[{'idp':  247 ,  'x':  3.6 ,  'y':  1.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.35 ,  'y':  0.66 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.13 ,  'y':  -0.05 ,  'r':  0.4 ,  'type':  1}]
60058,1398783085.4522054,[{'idp':  247 ,  'x':  3.61 ,  'y':  1.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.36 ,  'y':  0.65 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.15 ,  'y':  -0.03 ,  'r':  0.4 ,  'type':  1}]
60059,1398783085.4922738,[{'idp':  247 ,  'x':  3.61 ,  'y':  1.41 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.35 ,  'y':  0.65 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.14 ,  'y':  -0.06 ,  'r':  0.4 ,  'type':  1}]
60060,1398783085.4923098,[{'idp':  247 ,  'x':  3.63 ,  'y':  1.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.37 ,  'y':  0.63 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.15 ,  'y':  -0.08 ,  'r':  0.4 ,  'type':  1}]
60061,1398783085.5322714,[{'idp':  247 ,  'x':  3.63 ,  'y':  1.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.37 ,  'y':  0.6 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.17 ,  'y':  -0.08 ,  'r':  0.4 ,  'type':  1}]
60062,1398783085.5410876,[{'idp':  247 ,  'x':  3.65 ,  'y':  1.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.38 ,  'y':  0.6 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.21 ,  'y':  -0.07 ,  'r':  0.4 ,  'type':  1}]
60063,1398783085.5802753,[{'idp':  247 ,  'x':  3.68 ,  'y':  1.37 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.38 ,  'y':  0.59 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.22 ,  'y':  -0.08 ,  'r':  0.4 ,  'type':  1}]
60064,1398783085.620208,[{'idp':  247 ,  'x':  3.68 ,  'y':  1.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.39 ,  'y':  0.58 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.25 ,  'y':  -0.08 ,  'r':  0.4 ,  'type':  1}]
60065,1398783085.620231,[{'idp':  247 ,  'x':  3.69 ,  'y':  1.36 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.38 ,  'y':  0.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.26 ,  'y':  -0.09 ,  'r':  0.4 ,  'type':  1}]
60066,1398783085.660257,[{'idp':  247 ,  'x':  3.7 ,  'y':  1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.4 ,  'y':  0.54 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.28 ,  'y':  -0.09 ,  'r':  0.4 ,  'type':  1}]
60067,1398783085.6663291,[{'idp':  247 ,  'x':  3.71 ,  'y':  1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.41 ,  'y':  0.51 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.3 ,  'y':  -0.05 ,  'r':  0.4 ,  'type':  1}]
60068,1398783085.7042892,[{'idp':  247 ,  'x':  3.73 ,  'y':  1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.4 ,  'y':  0.51 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.3 ,  'y':  -0.04 ,  'r':  0.4 ,  'type':  1}]
60069,1398783085.7443836,[{'idp':  247 ,  'x':  3.73 ,  'y':  1.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.4 ,  'y':  0.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.31 ,  'y':  -0.01 ,  'r':  0.4 ,  'type':  1}]
60070,1398783085.7444158,[{'idp':  247 ,  'x':  3.75 ,  'y':  1.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.4 ,  'y':  0.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.33 ,  'y':  0.01 ,  'r':  0.4 ,  'type':  1}]
60071,1398783085.784291,[{'idp':  247 ,  'x':  3.77 ,  'y':  1.31 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.41 ,  'y':  0.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.33 ,  'y':  0.03 ,  'r':  0.4 ,  'type':  1}]
60072,1398783085.7915707,[{'idp':  247 ,  'x':  3.78 ,  'y':  1.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.42 ,  'y':  0.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.35 ,  'y':  0.05 ,  'r':  0.4 ,  'type':  1}]
60073,1398783085.828194,[{'idp':  247 ,  'x':  3.77 ,  'y':  1.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.42 ,  'y':  0.49 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.35 ,  'y':  0.05 ,  'r':  0.4 ,  'type':  1}]
60074,1398783085.868252,[{'idp':  247 ,  'x':  3.77 ,  'y':  1.29 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.41 ,  'y':  0.49 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.35 ,  'y':  0.05 ,  'r':  0.4 ,  'type':  1}]
60075,1398783085.8682823,[{'idp':  247 ,  'x':  3.72 ,  'y':  1.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.41 ,  'y':  0.51 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.37 ,  'y':  0.03 ,  'r':  0.4 ,  'type':  1}]
60076,1398783085.9081812,[{'idp':  247 ,  'x':  3.67 ,  'y':  1.26 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.44 ,  'y':  0.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.38 ,  'y':  0.02 ,  'r':  0.4 ,  'type':  1}]
60077,1398783085.916948,[{'idp':  247 ,  'x':  3.67 ,  'y':  1.25 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.45 ,  'y':  0.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.36 ,  'y':  -0.06 ,  'r':  0.4 ,  'type':  1}]
60078,1398783085.9562628,[{'idp':  247 ,  'x':  3.7 ,  'y':  1.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.52 ,  'y':  0.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.38 ,  'y':  -0.16 ,  'r':  0.4 ,  'type':  1}]
60079,1398783085.9962287,[{'idp':  247 ,  'x':  3.74 ,  'y':  1.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.55 ,  'y':  0.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.39 ,  'y':  -0.15 ,  'r':  0.4 ,  'type':  1}]
60080,1398783085.996256,[{'idp':  247 ,  'x':  3.77 ,  'y':  1.24 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.55 ,  'y':  0.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.41 ,  'y':  -0.17 ,  'r':  0.4 ,  'type':  1}]
60081,1398783086.0363154,[{'idp':  247 ,  'x':  3.8 ,  'y':  1.26 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.51 ,  'y':  0.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.39 ,  'y':  -0.12 ,  'r':  0.4 ,  'type':  1}]
60082,1398783086.0434504,[{'idp':  247 ,  'x':  3.82 ,  'y':  1.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.53 ,  'y':  0.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.38 ,  'y':  -0.09 ,  'r':  0.4 ,  'type':  1}]
60083,1398783086.0802186,[{'idp':  247 ,  'x':  3.8 ,  'y':  1.26 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.55 ,  'y':  0.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.41 ,  'y':  -0.13 ,  'r':  0.4 ,  'type':  1}]
60084,1398783086.120235,[{'idp':  247 ,  'x':  3.82 ,  'y':  1.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.56 ,  'y':  0.54 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.4 ,  'y':  -0.14 ,  'r':  0.4 ,  'type':  1}]
60085,1398783086.1202674,[{'idp':  247 ,  'x':  3.82 ,  'y':  1.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.57 ,  'y':  0.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.41 ,  'y':  -0.16 ,  'r':  0.4 ,  'type':  1}]
60086,1398783086.1642601,[{'idp':  247 ,  'x':  3.78 ,  'y':  1.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.58 ,  'y':  0.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.4 ,  'y':  -0.14 ,  'r':  0.4 ,  'type':  1}]
60087,1398783086.16895,[{'idp':  247 ,  'x':  3.75 ,  'y':  1.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.59 ,  'y':  0.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.41 ,  'y':  -0.12 ,  'r':  0.4 ,  'type':  1}]
60088,1398783086.2122846,[{'idp':  247 ,  'x':  3.82 ,  'y':  1.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.62 ,  'y':  0.57 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.4 ,  'y':  -0.12 ,  'r':  0.4 ,  'type':  1}]
60089,1398783086.252307,[{'idp':  247 ,  'x':  3.9 ,  'y':  1.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.65 ,  'y':  0.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.42 ,  'y':  -0.14 ,  'r':  0.4 ,  'type':  1}]
60090,1398783086.2523463,[{'idp':  247 ,  'x':  3.95 ,  'y':  1.19 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.66 ,  'y':  0.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.43 ,  'y':  -0.17 ,  'r':  0.4 ,  'type':  1}]
60091,1398783086.2922997,[{'idp':  247 ,  'x':  4.0 ,  'y':  1.19 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.66 ,  'y':  0.51 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.46 ,  'y':  -0.18 ,  'r':  0.4 ,  'type':  1}]
60092,1398783086.2951102,[{'idp':  247 ,  'x':  4.03 ,  'y':  1.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.68 ,  'y':  0.52 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.48 ,  'y':  -0.17 ,  'r':  0.4 ,  'type':  1}]
60093,1398783086.3322656,[{'idp':  247 ,  'x':  4.03 ,  'y':  1.21 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.7 ,  'y':  0.55 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.52 ,  'y':  -0.16 ,  'r':  0.4 ,  'type':  1}]
60094,1398783086.372226,[{'idp':  247 ,  'x':  4.06 ,  'y':  1.22 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.71 ,  'y':  0.56 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.53 ,  'y':  -0.14 ,  'r':  0.4 ,  'type':  1}]
60095,1398783086.3722515,[{'idp':  247 ,  'x':  4.07 ,  'y':  1.2 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.72 ,  'y':  0.53 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.53 ,  'y':  -0.19 ,  'r':  0.4 ,  'type':  1}]
60096,1398783086.4122965,[{'idp':  247 ,  'x':  4.09 ,  'y':  1.18 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.74 ,  'y':  0.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.55 ,  'y':  -0.21 ,  'r':  0.4 ,  'type':  1}]
60097,1398783086.4213252,[{'idp':  247 ,  'x':  4.11 ,  'y':  1.17 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.73 ,  'y':  0.49 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.57 ,  'y':  -0.22 ,  'r':  0.4 ,  'type':  1}]
60098,1398783086.4602034,[{'idp':  247 ,  'x':  4.12 ,  'y':  1.17 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.74 ,  'y':  0.5 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.58 ,  'y':  -0.22 ,  'r':  0.4 ,  'type':  1}]
60099,1398783086.5002906,[{'idp':  247 ,  'x':  4.13 ,  'y':  1.16 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.73 ,  'y':  0.51 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.58 ,  'y':  -0.22 ,  'r':  0.4 ,  'type':  1}]
60100,1398783086.5003219,[{'idp':  247 ,  'x':  4.14 ,  'y':  1.18 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.73 ,  'y':  0.51 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.6 ,  'y':  -0.21 ,  'r':  0.4 ,  'type':  1}]
60101,1398783086.5403275,[{'idp':  247 ,  'x':  4.14 ,  'y':  1.15 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.73 ,  'y':  0.51 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.58 ,  'y':  -0.23 ,  'r':  0.4 ,  'type':  1}]
60102,1398783086.5451515,[{'idp':  247 ,  'x':  4.15 ,  'y':  1.15 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.72 ,  'y':  0.49 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.6 ,  'y':  -0.24 ,  'r':  0.4 ,  'type':  1}]
60103,1398783086.584272,[{'idp':  247 ,  'x':  4.15 ,  'y':  1.15 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.72 ,  'y':  0.49 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.6 ,  'y':  -0.25 ,  'r':  0.4 ,  'type':  1}]
60104,1398783086.6242232,[{'idp':  247 ,  'x':  4.15 ,  'y':  1.15 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.72 ,  'y':  0.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.61 ,  'y':  -0.24 ,  'r':  0.4 ,  'type':  1}]
60105,1398783086.6242518,[{'idp':  247 ,  'x':  4.15 ,  'y':  1.15 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.72 ,  'y':  0.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.61 ,  'y':  -0.24 ,  'r':  0.4 ,  'type':  1}]
60106,1398783086.66422,[{'idp':  247 ,  'x':  4.16 ,  'y':  1.16 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.72 ,  'y':  0.48 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.59 ,  'y':  -0.25 ,  'r':  0.4 ,  'type':  1}]
60107,1398783086.668313,[{'idp':  247 ,  'x':  4.17 ,  'y':  1.15 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.71 ,  'y':  0.47 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.6 ,  'y':  -0.25 ,  'r':  0.4 ,  'type':  1}]
60108,1398783086.7082567,[{'idp':  247 ,  'x':  4.18 ,  'y':  1.15 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.71 ,  'y':  0.45 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.57 ,  'y':  -0.29 ,  'r':  0.4 ,  'type':  1}]
60109,1398783086.7482388,[{'idp':  247 ,  'x':  4.18 ,  'y':  1.14 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.72 ,  'y':  0.43 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.56 ,  'y':  -0.28 ,  'r':  0.4 ,  'type':  1}]
60110,1398783086.7482657,[{'idp':  247 ,  'x':  4.2 ,  'y':  1.14 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.71 ,  'y':  0.45 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.57 ,  'y':  -0.27 ,  'r':  0.4 ,  'type':  1}]
60111,1398783086.7881863,[{'idp':  247 ,  'x':  4.18 ,  'y':  1.14 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.72 ,  'y':  0.42 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.56 ,  'y':  -0.26 ,  'r':  0.4 ,  'type':  1}]
60112,1398783086.7939188,[{'idp':  247 ,  'x':  4.2 ,  'y':  1.14 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.73 ,  'y':  0.4 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.58 ,  'y':  -0.27 ,  'r':  0.4 ,  'type':  1}]
60113,1398783086.8321881,[{'idp':  247 ,  'x':  4.19 ,  'y':  1.12 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.73 ,  'y':  0.38 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.57 ,  'y':  -0.3 ,  'r':  0.4 ,  'type':  1}]
60114,1398783086.8723001,[{'idp':  247 ,  'x':  4.22 ,  'y':  1.11 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.73 ,  'y':  0.35 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.58 ,  'y':  -0.3 ,  'r':  0.4 ,  'type':  1}]
60115,1398783086.872339,[{'idp':  247 ,  'x':  4.22 ,  'y':  1.1 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.74 ,  'y':  0.34 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.58 ,  'y':  -0.29 ,  'r':  0.4 ,  'type':  1}]
60116,1398783086.9123213,[{'idp':  247 ,  'x':  4.24 ,  'y':  1.1 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.74 ,  'y':  0.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.6 ,  'y':  -0.31 ,  'r':  0.4 ,  'type':  1}]
60117,1398783086.9185495,[{'idp':  247 ,  'x':  4.25 ,  'y':  1.11 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.75 ,  'y':  0.33 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.59 ,  'y':  -0.28 ,  'r':  0.4 ,  'type':  1}]
60118,1398783086.9562552,[{'idp':  247 ,  'x':  4.27 ,  'y':  1.09 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.75 ,  'y':  0.32 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.58 ,  'y':  -0.3 ,  'r':  0.4 ,  'type':  1}]
60119,1398783086.9961553,[{'idp':  247 ,  'x':  4.29 ,  'y':  1.08 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.76 ,  'y':  0.3 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.63 ,  'y':  -0.31 ,  'r':  0.4 ,  'type':  1}]
60120,1398783086.9961698,[{'idp':  247 ,  'x':  4.27 ,  'y':  1.05 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.77 ,  'y':  0.28 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.69 ,  'y':  -0.3 ,  'r':  0.4 ,  'type':  1}]
60121,1398783087.0362656,[{'idp':  247 ,  'x':  4.29 ,  'y':  1.05 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.77 ,  'y':  0.27 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.7 ,  'y':  -0.27 ,  'r':  0.4 ,  'type':  1}]
60122,1398783087.043888,[{'idp':  247 ,  'x':  4.29 ,  'y':  1.05 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  248 ,  'x':  4.77 ,  'y':  0.23 ,  'r':  0.4 ,  'type':  1} ,  {'idp':  250 ,  'x':  4.75 ,  'y':  -0.19 ,  'r':  0.4 ,  'type':  1}]
